#Scale: 0.797279
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1240.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 300.506 13.4291 16.5019 167.878 7.72694 12.468 719.066 58.4606 38.9161 314.273 10.6333 20.5133 0.1 0.158489
0.210017 233.744 8.39441 10.8332 134.641 5.16144 12.2867 533.463 36.7723 24.1472 247.494 8.78806 13.3107 0.158489 0.251189
0.332855 176.831 6.55444 6.47177 103.645 5.25694 6.42361 370.758 33.4391 14.5657 194.262 4.19165 11.0844 0.251189 0.398107
0.52754 125.174 4.16877 4.50545 79.7971 2.4463 6.1834 250.307 21.2511 7.26006 134.683 3.64084 5.88348 0.398107 0.630957
0.836094 84.1011 2.83169 2.38771 57.8093 1.53295 3.58152 153.337 12.1621 3.56075 90.4778 2.98198 2.91441 0.630957 1
1.32512 54.8299 1.08434 1.61605 40.8224 1.06716 1.8932 88.3155 4.55966 2.6954 59.1303 0.671467 2.12785 1 1.58489
2.10017 36.2082 0.472008 0.868698 28.5544 0.538696 1.19584 53.2979 2.3611 1.46111 38.8783 0.325798 1.27585 1.58489 2.51189
3.32855 25.5102 0.391573 0.525152 20.4289 0.698196 0.627317 37.2573 0.823982 1.8132 27.1762 0.326855 0.66029 2.51189 3.98107
5.2754 17.5334 0.264057 0.420193 14.346 0.294608 0.549366 24.6119 0.636097 0.849033 18.6556 0.29669 0.472364 3.98107 6.30957
8.36094 11.5507 0.185406 0.279704 9.36292 0.222892 0.327477 16.5133 0.451326 0.615814 12.2934 0.168591 0.299699 6.30957 10
