#Scale: 0.425185
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2326.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1108.49 268.967 64.8975 302.178 254.82 12.5228 2594.84 203.678 443.062 747.058 164.249 115.188 0.1 0.158489
0.210017 638.397 122.294 42.4168 150.494 79.6113 43.4542 1462.93 9.19446 267.074 457.831 94.4758 34.0203 0.158489 0.251189
0.332855 283.639 72.6632 -1.91473 55.1726 59.1667 3.47406 527.997 125.051 45.3737 271.277 29.8185 20.6543 0.251189 0.398107
0.52754 187.419 21.5632 8.76256 110.655 21.9983 13.3429 324.586 31.3947 32.0898 155.22 10.4748 20.9432 0.398107 0.630957
0.836094 115.196 12.1373 3.43076 64.9318 27.103 -7.33608 178.304 16.4751 8.37363 107.715 2.25896 19.8924 0.630957 1
1.32512 74.4218 13.2288 4.59937 34.8368 17.4496 -2.15401 124.945 3.61018 16.3887 68.111 11.0505 7.26063 1 1.58489
2.10017 53.5641 4.30344 1.7764 34.2886 5.06961 3.09272 76.5709 4.44637 5.89498 51.3037 3.07735 4.06737 1.58489 2.51189
3.32855 40.3451 1.70165 1.88572 30.2446 1.6611 2.34768 56.5867 0.16684 6.65673 37.0285 1.4845 2.58636 2.51189 3.98107
5.2754 23.6849 2.51102 0.603107 14.4219 4.08358 -1.03442 34.168 0.966484 3.84023 22.8905 1.47462 1.05952 3.98107 6.30957
8.36094 16.4689 1.25122 1.31625 10.4003 2.23925 0.908868 25.0886 -1.32508 4.36709 15.0562 1.39514 0.783675 6.30957 10
