#Scale: 0.485935
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2035.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 304.353 14.2878 26.8232 185.635 7.15398 17.5131 987.734 72.0895 132.96 383.257 31.2771 47.4378 0.1 0.158489
0.210017 195.216 8.56152 15.4171 122.563 7.86938 10.059 549.612 43.6021 57.2487 253.619 11.7517 28.8889 0.158489 0.251189
0.332855 126.002 8.68891 5.50867 89.0928 8.18449 6.68922 300.96 47.6016 19.2491 156.478 9.05096 12.244 0.251189 0.398107
0.52754 85.8121 3.71785 3.39742 67.9877 2.21761 5.22279 167.98 20.7849 11.7923 100.898 4.8703 3.68958 0.398107 0.630957
0.836094 57.3503 1.84637 2.04628 47.1394 1.56931 3.04233 99.6499 9.01398 5.91083 66.7487 2.34253 2.30396 0.630957 1
1.32512 41.5571 0.787151 1.31607 35.0105 0.661114 1.83278 64.8225 5.90807 1.51083 48.1939 1.06434 1.81165 1 1.58489
2.10017 30.094 0.60924 0.74892 25.4847 0.477293 1.20447 47.6856 3.69497 1.37353 34.5749 1.03855 1.18219 1.58489 2.51189
3.32855 21.3258 0.31395 0.478516 18.2623 0.253242 0.684586 31.7578 2.50843 0.903858 24.5037 0.520208 0.890654 2.51189 3.98107
5.2754 14.654 0.321315 0.180902 12.9231 0.259582 0.469793 21.1758 1.25126 0.227631 16.35 0.53352 0.209915 3.98107 6.30957
8.36094 9.56086 0.260252 0.147431 8.77618 0.0876875 0.461262 12.5948 1.20971 -0.178273 10.3175 0.470213 -0.0452261 6.30957 10
