#Scale: 0.911185
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1085.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 451.987 19.9954 16.4164 216.268 5.71063 24.3958 805.103 74.548 39.4754 407.535 3.73196 40.2458 0.1 0.158489
0.210017 307.035 11.2108 9.92566 161.453 1.27342 17.2559 548.715 42.8462 17.4125 268.346 3.18195 21.7305 0.158489 0.251189
0.332855 216.434 9.69571 4.43449 117.548 1.73138 10.5981 374.503 30.2717 12.3575 193.056 5.58237 11.2361 0.251189 0.398107
0.52754 151.541 6.04646 2.7571 85.3184 0.870819 8.81531 247.108 22.1709 4.65915 140.785 1.78705 8.77052 0.398107 0.630957
0.836094 101.125 4.52283 0.774185 65.0598 0.785255 5.09875 149.686 13.85 0.708496 96.9277 1.63075 4.44504 0.630957 1
1.32512 65.3432 1.49898 1.03931 46.7861 0.138336 3.28196 90.6637 5.64175 2.01403 63.0243 0.49659 2.38987 1 1.58489
2.10017 42.8011 0.776848 0.540188 32.7744 -0.248409 2.10627 55.3303 2.92413 0.300457 42.0968 0.351364 1.27834 1.58489 2.51189
3.32855 29.258 0.726765 0.123631 22.4076 0.723991 0.665565 37.6032 1.73632 0.801369 28.8792 0.532793 0.600927 2.51189 3.98107
5.2754 20.3799 0.503481 0.276352 16.1478 0.115919 0.829566 24.9936 1.39345 0.0550003 20.4039 0.282694 0.550106 3.98107 6.30957
8.36094 13.9186 0.163941 0.331588 10.8867 -0.0458164 0.700281 17.3296 0.59449 0.24482 13.8855 0.0435648 0.460073 6.30957 10
