#Scale: 0.658060
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1503.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 277.488 17.1576 12.4829 162.487 8.83083 11.0267 708.618 73.2327 44.8423 322.282 17.1299 21.8494 0.1 0.158489
0.210017 204.114 11.0497 9.6324 122.223 7.75092 7.69999 515.167 31.6035 47.7515 235.156 11.4456 14.2453 0.158489 0.251189
0.332855 145.543 7.50089 5.48079 91.9056 5.28156 5.99871 339.755 17.1921 27.4243 167.889 7.69218 7.84966 0.251189 0.398107
0.52754 103.448 4.70467 3.16723 70.4609 4.6639 4.07134 224.567 6.95464 20.4024 116.836 4.89716 4.72384 0.398107 0.630957
0.836094 69.7215 2.43942 2.23849 51.2084 1.8529 3.16896 131.543 6.34668 8.94062 78.536 2.27386 2.80165 0.630957 1
1.32512 45.6218 1.76152 0.818554 35.7773 1.8626 1.26253 74.7645 3.89409 3.88856 51.098 1.6273 1.12861 1 1.58489
2.10017 32.1304 0.955185 0.552267 26.191 1.31569 0.629124 48.9375 1.78538 2.12482 35.5983 0.556728 0.979927 1.58489 2.51189
3.32855 22.4133 0.738268 0.322897 18.5579 0.794647 0.51885 33.4487 1.02882 1.23858 24.6377 0.754759 0.435745 2.51189 3.98107
5.2754 16.1488 0.32654 0.368105 13.3933 0.462425 0.380677 23.6027 0.290236 1.11709 17.8303 0.302795 0.51757 3.98107 6.30957
8.36094 10.3015 0.254313 0.181288 8.57278 0.359585 0.232313 15.218 0.285567 0.667323 11.3057 0.224551 0.249292 6.30957 10
