#Scale: 0.146748
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 6741.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 7911.79 9320.01 8071.79 -160 0 0 -160 0 0 58953.4 30915.6 59113.4 0.1 0.158489
0.210017 -160 2194.25 0 -160 2156.63 0 -160 0 0 -160 0 0 0.158489 0.251189
0.332855 -160 0 0 -160 0 0 -160 0 0 -160 0 0 0.251189 0.398107
0.52754 349.296 1019.24 509.296 433.378 732.314 593.378 -160 0 0 -160 0 0 0.398107 0.630957
0.836094 245.509 197.869 405.509 312.456 169.101 472.456 -160 0 0 -160 0 0 0.630957 1
1.32512 324.308 -41.2916 403.59 28.088 126.699 188.088 -160 0 0 2204.54 -827.311 2364.54 1 1.58489
2.10017 -31.4624 113.316 24.5981 -47.6812 135.133 5.54474 -160 0 0 75.3346 178.845 235.335 1.58489 2.51189
3.32855 108.652 49.3714 59.0532 93.3845 48.4874 69.1574 2322.74 -666.102 2482.74 121.065 192.78 198.634 2.51189 3.98107
5.2754 -22.4901 40.8684 25.9016 -32.4238 46.7435 17.5297 -160 200.544 0 45.1391 38.9097 205.139 3.98107 6.30957
8.36094 12.3412 39.7183 9.56858 0.634968 44.8873 9.74412 233.488 106.305 393.488 77.5778 40.6462 77.5778 6.30957 10
