#Scale: 0.521372
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1897.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 0 0 0 0.578248 0.0471137 0.0156491 2.93708 0.309248 0.25709 1.29424 0.00616407 0.103419 0.1 0.158489
0.210017 0 0 0 0.650137 0.0136578 0.0336136 2.48306 0.369111 0.159564 1.26506 0.0237911 0.0661947 0.158489 0.251189
0.332855 0 0 0 0.712416 0.0205469 0.0252941 2.22001 0.204927 0.192421 1.21772 0.0200559 0.0425084 0.251189 0.398107
0.52754 0 0 0 0.739931 0.0219674 0.0371271 2.0515 0.117544 0.174113 1.20566 0.0257726 0.0274704 0.398107 0.630957
0.836094 0 0 0 0.79793 0.026808 0.0165308 1.78805 0.123299 0.118742 1.1647 0.0100787 0.0430819 0.630957 1
1.32512 0 0 0 0.827565 0.0150595 0.0196232 1.66055 0.0792696 0.089653 1.14256 0.0163852 0.0258064 1 1.58489
2.10017 0 0 0 0.844584 0.00943917 0.0223866 1.55074 0.0920625 0.0369411 1.13605 0.0120292 0.0199453 1.58489 2.51189
3.32855 0 0 0 0.866144 0.00558174 0.0247446 1.43235 0.112782 -0.00662351 1.12429 0.010209 0.0182434 2.51189 3.98107
5.2754 0 0 0 0.878453 0.00598037 0.0200866 1.37963 0.0860283 0.0160049 1.11506 0.0159719 0.0210147 3.98107 6.30957
8.36094 0 0 0 0.882515 0.00976288 0.02231 1.39279 0.051772 0.059559 1.10683 0.0157378 0.0126534 6.30957 10
