#Scale: 0.465685
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2124.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1112.8 232.136 54.6129 664.884 45.1423 240.043 2014.25 221.326 207.736 696.712 195.96 46.2514 0.1 0.158489
0.210017 566.151 151.063 18.4682 189.579 20.3464 65.8846 979.581 191.813 70.1898 440.921 49.8051 48.8182 0.158489 0.251189
0.332855 312.544 61.4276 16.2631 93.0362 46.5688 28.1634 561.418 54.0737 61.4074 234.408 28.4526 29.3789 0.251189 0.398107
0.52754 183.997 16.9698 14.1417 121.22 10.2885 40.2985 254.518 19.4671 18.5055 162.077 13.9978 19.4016 0.398107 0.630957
0.836094 112.636 7.89345 4.72971 65.2482 17.9853 4.88977 150.4 17.648 5.66386 106.177 -0.9244 15.1814 0.630957 1
1.32512 69.9553 14.2901 1.74891 50.0794 4.11915 11.1211 94.8092 15.7439 4.75066 61.3683 9.85451 0.895931 1 1.58489
2.10017 50.0152 6.34129 0.604107 40.2134 -0.299496 6.38065 60.9728 11.142 -1.97785 46.6275 4.19722 3.27409 1.58489 2.51189
3.32855 37.178 2.82677 1.03469 26.3612 0.742739 4.25211 45.1579 3.22491 0.482265 36.1209 1.62362 3.08833 2.51189 3.98107
5.2754 23.8738 3.70051 -0.350073 20.6104 1.10751 2.60823 28.5218 4.68848 -0.494633 22.0941 3.36973 -0.476957 3.98107 6.30957
8.36094 14.4577 1.51231 0.225415 11.71 1.63914 1.24871 17.9454 1.62229 0.641474 13.2369 1.34006 0.692664 6.30957 10
