#Scale: 0.339122
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2917.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 379.013 20.5604 38.8315 229.994 25.1213 22.3346 1656.16 73.4893 426.164 582.263 66.2664 128.96 0.1 0.158489
0.210017 237.014 10.9607 19.0384 165.853 11.4305 18.3021 765.271 85.3976 99.2719 342.956 21.6913 58.8147 0.158489 0.251189
0.332855 139.062 4.83211 8.25186 109.512 6.78809 9.02256 377.439 29.894 79.4183 180.983 5.12752 22.5001 0.251189 0.398107
0.52754 94.2255 2.11427 4.66898 81.2661 2.44907 6.84579 238.667 3.16672 53.6598 108.269 8.63029 6.29292 0.398107 0.630957
0.836094 62.0236 2.01008 2.56339 51.9112 2.56527 2.77966 132.701 7.55673 19.4535 77.5564 3.19441 6.258 0.630957 1
1.32512 45.4013 1.20952 1.82014 39.3846 1.86579 2.00015 90.8965 -0.346947 16.4845 54.2681 1.89639 3.45514 1 1.58489
2.10017 34.655 0.946426 0.94001 29.9653 1.59051 1.00953 61.5088 4.11777 6.45048 42.503 0.864117 2.86423 1.58489 2.51189
3.32855 24.4719 0.245167 0.921865 21.0397 1.14604 0.636627 46.0383 -2.39988 9.26603 30.0074 0.00223923 2.72991 2.51189 3.98107
5.2754 15.9754 0.340046 0.513222 13.5808 0.853086 0.232961 30.6071 -1.49656 7.10882 19.8827 0.175146 1.69852 3.98107 6.30957
8.36094 10.2308 0.12763 0.50827 8.57806 0.308645 0.332487 20.2286 -0.881708 4.47322 12.9385 0.233313 1.42 6.30957 10
