#Scale: 0.622623
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1588.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 275.453 17.3327 11.3322 160.602 14.862 8.68532 730.515 89.6765 32.7293 328.004 14.291 27.6608 0.1 0.158489
0.210017 200.892 10.1825 8.4518 125.022 7.63926 9.21345 496.276 30.9249 36.8179 236.654 10.9436 15.2167 0.158489 0.251189
0.332855 142.791 7.24625 4.7697 94.11 5.26823 6.14345 328.162 28.3878 22.7732 166.569 9.00594 8.06679 0.251189 0.398107
0.52754 99.6599 4.4597 2.63788 69.1203 3.21628 4.89986 213.106 12.4701 15.0657 115.146 5.84113 3.30386 0.398107 0.630957
0.836094 65.65 2.82835 1.25937 49.344 2.18775 2.5779 123.192 8.32309 6.71893 74.5242 3.73712 1.70451 0.630957 1
1.32512 42.6523 1.91093 0.322029 34.1494 1.92511 0.770164 71.4219 3.96248 3.31582 47.5272 2.0163 0.681782 1 1.58489
2.10017 30.9327 1.00598 0.31027 25.5733 1.0571 0.470037 47.2384 1.86295 1.70414 34.3709 0.848969 0.709217 1.58489 2.51189
3.32855 21.9129 0.666615 0.178255 18.397 0.76763 0.482819 33.6302 1.34119 1.244 23.9642 0.76268 0.261765 2.51189 3.98107
5.2754 15.6238 0.582459 0.116906 13.14 0.614682 0.360522 22.8536 1.18475 0.499088 17.2825 0.585346 0.26129 3.98107 6.30957
8.36094 10.192 0.283727 0.103179 8.6244 0.298831 0.311623 14.7647 0.556581 0.363594 11.237 0.34849 0.136007 6.30957 10
