#Scale: 0.192310
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5144.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 7030.04 5748.64 7190.04 8831.83 9138.02 8991.83 -160 0 0 -160 0 0 0.1 0.158489
0.210017 -160 0 0 -160 0 0 -160 0 0 -160 0 0 0.158489 0.251189
0.332855 979.545 474.123 1139.54 1265.11 739.175 1425.11 -160 0 0 -160 0 0 0.251189 0.398107
0.52754 1200.98 1345.78 441.543 974.692 1149.49 1134.69 -160 0 0 2233.49 3570.98 2393.49 0.398107 0.630957
0.836094 381.817 233.311 203.353 517.593 311.692 254.488 -160 0 0 -160 0 0 0.630957 1
1.32512 415.203 16.2068 245.438 289.591 161.626 177.494 -160 1185.46 0 978.028 -20.2368 1138.03 1 1.58489
2.10017 212.113 96.3256 157.84 180.073 119.083 125.558 2480.4 -1255.27 2640.4 217.548 278.386 377.548 1.58489 2.51189
3.32855 124.886 29.1366 53.8603 182.026 23.9963 96.094 -160 347.237 0 -99.8782 212.707 60.1218 2.51189 3.98107
5.2754 26.001 29.3883 10.2189 44.2445 18.455 35.608 258.475 204.839 418.475 -64.2604 142.905 -25.5362 3.98107 6.30957
8.36094 24.2178 29.7214 11.4927 20.6916 21.6554 19.0039 6.59782 250.555 166.598 40.1018 66.0255 28.3411 6.30957 10
