#Scale: 0.349247
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2832.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 372.205 18.5677 42.9055 230.471 27.3774 23.6041 1516.06 111.033 340.687 559.214 36.8243 116.434 0.1 0.158489
0.210017 228.691 7.46559 23.6113 157.549 9.22173 19.7814 733.786 85.0728 95.48 330.313 15.8221 63.206 0.158489 0.251189
0.332855 135.138 6.61604 5.85553 103.841 8.8214 3.67056 351.598 49.5857 48.7915 180.49 8.20944 24.6115 0.251189 0.398107
0.52754 85.03 4.84741 2.33755 71.1373 4.0733 4.05553 198.382 14.2583 28.6222 103.222 10.5385 3.82227 0.398107 0.630957
0.836094 60.1195 1.88682 1.2807 50.4173 2.35412 2.27922 117.033 11.9625 11.3991 75.3229 4.27 4.37064 0.630957 1
1.32512 44.7094 0.706928 1.91599 37.9711 1.57858 1.85736 86.9599 7.72581 8.9687 54.9625 0.930801 4.87649 1 1.58489
2.10017 34.2507 0.115639 1.53238 29.8426 0.642359 1.53783 59.7603 -0.0409622 9.00697 41.1971 0.239685 3.19001 1.58489 2.51189
3.32855 24.401 -0.037302 1.20493 21.4003 0.313704 1.07055 38.2359 1.72224 3.94516 29.5262 -0.130272 2.91199 2.51189 3.98107
5.2754 15.8715 -0.0366964 0.832523 13.8213 0.246218 0.849095 29.1657 -0.0314617 5.85051 18.9416 0.0284061 1.40437 3.98107 6.30957
8.36094 9.95643 0.0664272 0.482347 8.51393 0.227019 0.436485 19.1254 -0.0443935 4.0789 12.1374 0.105893 1.09296 6.30957 10
