#Scale: 0.501122
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1974.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 430.68 29.442 13.5008 186.233 38.8838 5.58791 1003.4 59.5223 91.206 387.435 17.5733 37.4877 0.1 0.158489
0.210017 272.108 19.2034 9.20978 119.976 13.4568 8.31556 592.841 42.0345 54.489 258.28 19.7083 17.8393 0.158489 0.251189
0.332855 164.283 8.06259 5.81201 94.4576 8.09604 6.84164 324.098 15.1541 28.8293 153.316 9.98285 9.52336 0.251189 0.398107
0.52754 102.832 3.82516 3.10849 64.2871 4.71608 2.20422 177.865 6.22604 11.0547 101.613 4.27425 6.32036 0.398107 0.630957
0.836094 65.9811 2.68724 1.26136 46.2424 2.61473 2.33588 100.074 5.12019 3.25005 66.9443 2.56166 2.38686 0.630957 1
1.32512 47.0106 2.22651 0.564819 34.5839 1.21386 1.84085 69.1419 1.97004 2.76234 47.3722 3.13244 0.566223 1 1.58489
2.10017 34.7529 1.4846 0.484417 26.1046 1.83814 0.621359 51.3492 0.818878 2.44736 34.5667 1.60102 0.729591 1.58489 2.51189
3.32855 24.6768 1.16867 0.037714 18.3185 1.94504 -0.136347 33.8629 1.05566 1.13324 25.6454 0.890251 0.480505 2.51189 3.98107
5.2754 17.1425 0.644009 0.149918 13.0248 0.847931 0.296246 23.3219 0.430443 1.02018 17.6853 0.670195 0.311403 3.98107 6.30957
8.36094 10.8162 0.37374 0.168745 8.10878 0.53619 0.217097 14.7479 0.493502 0.559449 11.2213 0.263436 0.337951 6.30957 10
