#Scale: 0.268248
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3688.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1557.03 1432.58 228.612 1226.21 781.431 509.547 3632.73 6197.13 -350.369 1887.73 2008.27 384.343 0.1 0.158489
0.210017 933.698 160.129 208.65 722.973 133.183 192.785 4369.74 1072.46 2279.56 859.019 263.583 479.373 0.158489 0.251189
0.332855 329.835 205.402 113.209 -28.1807 187.816 -3.92391 4047.75 -686.166 2652.58 489.086 239.356 162.127 0.251189 0.398107
0.52754 392.52 -21.9811 110.732 277.318 -19.6645 131.183 1036.52 -56.6086 663.791 518.315 40.2674 154.632 0.398107 0.630957
0.836094 146.222 19.672 31.6594 111.595 18.7971 43.493 316.345 31.0343 253.178 187.197 48.0982 37.6413 0.630957 1
1.32512 140.48 28.369 16.5491 83.9722 45.0461 1.67222 105.491 139.435 10.9521 249.546 -10.343 71.4595 1 1.58489
2.10017 91.5506 12.379 11.839 67.3656 14.6735 11.4073 172.181 41.8977 42.3388 125.325 12.6671 31.073 1.58489 2.51189
3.32855 49.8127 10.2928 3.24435 38.388 11.1741 2.31219 77.4372 27.2836 32.688 67.1801 11.7449 11.5642 2.51189 3.98107
5.2754 30.5651 5.18406 2.64039 19.5629 8.59685 1.58211 44.6057 21.6074 11.9425 48.9857 -2.27414 11.0661 3.98107 6.30957
8.36094 22.1372 5.68407 -0.884336 18.835 4.61066 0.833586 49.5918 16.1456 9.83075 24.5288 8.93785 -0.116116 6.30957 10
