#Scale: 0.903592
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1094.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1016.07 76.7661 51.5166 339.153 191.472 29.6769 1417.09 102.194 97.938 691.941 41.9462 80.3708 0.1 0.158489
0.210017 632.319 44.5732 0 328.647 19.0623 70.1176 864.575 74.0065 0.755859 425.702 25.4301 30.1064 0.158489 0.251189
0.332855 394.879 28.3359 4.01294 190.161 15.584 43.7205 548.591 26.5944 22.6195 258.934 32.9353 1.34222 0.251189 0.398107
0.52754 245.071 13.4335 1.7137 114.156 20.8858 14.3013 320.449 18.0974 6.36111 184.93 13.7886 12.75 0.398107 0.630957
0.836094 150.555 7.44743 1.03349 75.553 14.3276 4.63197 192.172 9.48865 5.44389 117.934 7.97717 5.04716 0.630957 1
1.32512 87.4593 6.23328 -0.234528 51.69 11.8221 1.07199 112.085 3.41575 3.23784 66.3155 8.88195 -1.00395 1 1.58489
2.10017 53.6252 4.6845 -0.685581 32.9504 10.619 -3.49524 63.2679 3.22453 0.70702 46.7716 4.14913 -0.278271 1.58489 2.51189
3.32855 39.889 2.4492 0 25.7669 5.25709 -0.349709 45.0575 2.39598 0.592056 36.8655 2.32688 0.616188 2.51189 3.98107
5.2754 28.2478 1.54841 0.319344 18.6251 4.41898 -0.571629 32.4072 0.4725 1.28099 25.442 2.15657 0.233856 3.98107 6.30957
8.36094 18.1186 1.18312 0.182297 12.0215 2.76984 -0.0284605 21.3527 0.53068 1.00973 15.6409 1.60916 -0.0648508 6.30957 10
