#Scale: 0.374560
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2641.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 349.537 20.8552 37.9001 207.891 31.1573 9.62688 1379.84 24.7362 326.904 509.822 26.6232 102.608 0.1 0.158489
0.210017 212.764 11.6531 15.9684 146.919 9.53214 16.0518 741.572 62.5721 147.009 281.128 28.7058 33.9311 0.158489 0.251189
0.332855 124.806 5.37362 7.69555 92.5832 4.46493 8.35277 335.49 49.9094 32.0258 164.191 10.3383 17.2789 0.251189 0.398107
0.52754 83.0568 3.70523 3.8023 65.2889 3.69109 4.34877 169.156 32.2849 6.42966 108.48 4.95555 9.76323 0.398107 0.630957
0.836094 55.1075 3.06944 1.14919 46.7357 2.51102 2.36942 119.504 -2.53485 17.825 64.1495 6.27301 0.584202 0.630957 1
1.32512 43.3161 0.532101 2.21661 36.7274 1.23042 2.00787 74.5216 5.01318 4.25184 52.8325 -0.271755 4.72751 1 1.58489
2.10017 31.683 0.869789 1.2011 26.9716 1.38797 1.16022 57.6405 1.81757 6.15886 38.0389 1.01862 2.29567 1.58489 2.51189
3.32855 22.9456 0.181105 1.14417 19.6679 0.62068 0.940638 40.5725 -0.384415 5.79857 27.4207 0.141996 2.01484 2.51189 3.98107
5.2754 15.2766 0.134791 0.607483 13.2394 0.24219 0.756702 25.1676 0.32218 2.43898 18.1892 0.28586 1.08444 3.98107 6.30957
8.36094 9.57724 0.105501 0.343656 8.13606 0.224913 0.437343 17.0604 0.955267 1.95677 11.5778 0.172442 0.761153 6.30957 10
