#Scale: 0.328997
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3007.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 806.982 38.9254 104.294 460.563 29.0498 68.7206 2794.82 155.179 820.641 933.522 99.7749 161.464 0.1 0.158489
0.210017 428.722 22.3437 45.9829 231.394 18.1011 38.8789 1518.16 0 434.733 508.487 71.5365 83.4596 0.158489 0.251189
0.332855 212.963 14.6954 12.0768 139.754 11.1022 14.9861 527.423 110.536 58.3795 258.644 24.0424 33.9741 0.251189 0.398107
0.52754 126.115 8.18003 5.69337 94.1766 12.8687 3.33478 259.909 20.6153 41.2641 146.651 6.81895 16.7682 0.398107 0.630957
0.836094 96.1307 2.80929 5.28195 71.7595 6.28366 3.96779 175.359 7.97621 23.5511 115.901 1.21157 12.3523 0.630957 1
1.32512 65.8431 1.91891 2.30197 54.4601 1.18087 3.80418 120.436 4.08331 16.4131 71.9238 3.8656 3.40987 1 1.58489
2.10017 47.8646 1.5523 1.46009 37.2864 3.08194 0.682003 78.6123 4.58533 8.98711 57.0986 0.34959 5.06615 1.58489 2.51189
3.32855 32.585 1.4093 1.09964 28.3672 0.620501 2.25211 50.4373 2.68508 5.07395 35.2643 2.62477 0.506104 2.51189 3.98107
5.2754 21.5393 0.941952 0.374992 19.1686 0.895849 1.34888 31.5248 0.520979 4.92565 23.054 2.12985 0.270205 3.98107 6.30957
8.36094 13.4112 0.782255 0.376538 10.7988 1.30432 0.241255 23.5658 -0.30368 3.78992 15.2326 0.600505 0.728308 6.30957 10
