#Scale: 0.475810
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2079.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 474.766 25.0757 20.179 214.579 26.8897 3.17982 1034.77 95.5785 72.3544 463.9 19.3378 53.511 0.1 0.158489
0.210017 272.542 18.0137 12.0836 140.627 16.5965 8.36032 589.789 27.2377 48.3463 255.349 21.5386 22.4393 0.158489 0.251189
0.332855 161.684 10.3768 5.42787 86.949 10.7972 5.12149 302.686 25.3647 14.0164 165.524 5.59825 13.4399 0.251189 0.398107
0.52754 100.172 4.40876 3.39807 68.3535 4.6798 4.51094 169.425 7.79762 10.7356 98.574 4.36326 4.89173 0.398107 0.630957
0.836094 66.3684 2.71865 1.16376 50.8302 2.30963 1.9715 97.3025 6.17278 4.42341 66.5993 2.6028 1.88139 0.630957 1
1.32512 48.7219 1.69272 0.797092 36.7654 2.44766 1.25652 70 2.89331 2.33823 49.7849 1.13429 1.60241 1 1.58489
2.10017 35.8303 1.50879 0.432415 27.9303 1.52375 0.364595 51.913 0.937286 2.36753 35.8233 1.96113 0.72979 1.58489 2.51189
3.32855 25.1704 1.09649 0.128714 19.6117 1.15965 0.192884 33.9991 1.29928 0.549278 26.0377 1.03794 0.347488 2.51189 3.98107
5.2754 17.2537 0.463022 0.220354 13.3702 0.482635 0.33899 23.0463 1.0055 0.605618 17.9911 0.470112 0.548101 3.98107 6.30957
8.36094 10.6671 0.374337 0.115162 8.50074 0.34978 0.321709 14.2896 0.836282 0.240651 10.9413 0.349185 0.240541 6.30957 10
