#Scale: 0.842842
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1173.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 310.483 13.5811 11.3607 172.911 8.7981 14.7275 695.152 71.9609 21.2853 320.369 12.8121 18.4276 0.1 0.158489
0.210017 246.077 8.79237 11.0291 143.979 5.14925 13.9943 553.905 49.7566 27.067 247.012 10.4644 11.6215 0.158489 0.251189
0.332855 185.812 5.72675 8.32994 109.173 3.73203 10.4838 387.008 37.7109 13.1187 195.071 4.30074 11.4436 0.251189 0.398107
0.52754 132.366 4.54245 4.48439 83.4219 1.76849 7.57978 252.068 28.1084 3.95674 140.797 3.61937 6.34532 0.398107 0.630957
0.836094 89.5637 2.4884 3.00467 61.2128 1.02922 5.06694 158.519 13.2674 3.65958 94.5564 2.74318 3.4771 0.630957 1
1.32512 55.9262 1.58825 1.27227 41.6702 1.07228 2.4478 88.6863 5.65885 3.05666 58.9848 1.9673 1.08895 1 1.58489
2.10017 37.4207 0.405956 1.02231 29.2098 0.566589 1.20707 54.8531 2.00657 1.81199 39.5938 0.440002 1.22753 1.58489 2.51189
3.32855 26.1471 0.408617 0.571405 21.2065 0.257082 0.985151 36.3932 1.51915 0.699917 27.5243 0.460716 0.539398 2.51189 3.98107
5.2754 17.9141 0.234331 0.436642 14.596 0.262714 0.571909 24.332 0.891581 0.633249 18.9718 0.128637 0.538668 3.98107 6.30957
8.36094 11.9472 0.0294037 0.418392 9.90739 0.0547991 0.549033 15.9866 0.525748 0.506557 12.5705 0.00676918 0.459283 6.30957 10
