#Scale: 0.597310
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1656.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 273.886 21.1444 14.4374 160.679 15.9817 7.84641 760.342 60.3427 70.3214 327.719 20.6365 23.6967 0.1 0.158489
0.210017 204.184 10.8971 11.2942 125.633 8.47494 10.3039 526.703 34.9591 39.4781 244.423 10.2927 19.8115 0.158489 0.251189
0.332855 141.092 7.99107 5.16478 92.3923 5.87424 6.84957 318.849 31.2462 16.3813 170.304 7.89534 9.08403 0.251189 0.398107
0.52754 95.0974 4.90636 2.62991 66.0186 4.44554 3.77696 209.765 10.8702 16.2277 110.901 6.35447 3.8783 0.398107 0.630957
0.836094 63.8059 3.0926 1.09387 48.2155 2.55716 1.90342 122.379 6.04073 9.04375 72.8373 3.62302 1.76776 0.630957 1
1.32512 42.2402 1.40722 0.852749 33.7122 1.21338 1.21746 71.8091 2.94273 4.69856 47.6552 1.98364 1.25511 1 1.58489
2.10017 30.9045 0.839533 0.509382 25.2865 1.23676 0.603378 48.2377 0.973606 2.34446 34.8839 0.542152 1.01105 1.58489 2.51189
3.32855 21.9496 0.487783 0.505882 18.2594 0.617933 0.655916 33.5079 1.06356 1.35027 24.5303 0.232559 0.87533 2.51189 3.98107
5.2754 15.114 0.438373 0.246908 12.6008 0.611875 0.335052 22.9143 0.399092 1.01938 16.8854 0.324757 0.457251 3.98107 6.30957
8.36094 9.77524 0.336247 0.134427 8.21256 0.353333 0.26694 14.5502 0.407758 0.47949 10.8912 0.366199 0.17488 6.30957 10
