#Scale: 0.394810
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2505.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 335.273 25.1776 35.9807 201.7 16.503 22.0275 1138.45 121.946 133.874 483.274 45.042 85.868 0.1 0.158489
0.210017 208.497 12.5961 16.6212 143.427 12.9427 16.4725 654.544 93.123 105.583 273.386 26.2653 31.2033 0.158489 0.251189
0.332855 128.74 4.70088 8.05211 91.4594 7.26614 9.239 352.051 26.8719 56.0121 170.159 8.70781 15.7151 0.251189 0.398107
0.52754 82.6667 3.04845 3.6102 66.688 3.53945 4.72436 163.431 20.0445 15.8829 102.387 2.59058 7.21648 0.398107 0.630957
0.836094 56.7371 1.47946 2.01093 48.1558 1.10079 3.1855 93.5121 13.1836 2.56484 68.1963 2.55206 3.21983 0.630957 1
1.32512 40.9853 1.25847 1.09711 34.6772 1.43911 1.32232 74.508 2.024 7.73563 48.5548 1.32386 1.7913 1 1.58489
2.10017 31.2128 0.402199 1.11543 26.1549 0.471643 1.32249 57.3946 1.38513 5.56933 37.374 0.820358 1.81922 1.58489 2.51189
3.32855 22.5107 0.264826 0.718855 18.7801 0.627611 0.46208 40.3928 1.19943 5.14007 27.2429 0.156212 1.97612 2.51189 3.98107
5.2754 15.2083 0.0695448 0.851248 13.0397 0.23074 0.837359 25.3446 0.303333 3.18183 17.9932 0.110085 1.36316 3.98107 6.30957
8.36094 9.7028 0.00442314 0.508722 8.28282 0.151154 0.470455 16.5646 -0.135067 2.57596 11.4968 0.0374622 0.991889 6.30957 10
