#Scale: 0.789685
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1252.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 306.521 9.30634 20.5248 174.857 3.10658 17.7784 722.018 43.9933 45.449 323.108 8.02182 23.0683 0.1 0.158489
0.210017 230.629 7.77454 11.1544 131.907 6.6032 10.333 522.488 41.6105 19.4301 248.226 5.2151 15.6783 0.158489 0.251189
0.332855 175.126 6.01848 7.58252 104.995 4.14071 8.20728 370.303 35.6993 12.3049 190.814 3.15622 10.5731 0.251189 0.398107
0.52754 125.428 4.02103 4.92426 80.1652 3.16544 6.44873 248.142 20.3354 8.42664 136.407 2.85638 6.62259 0.398107 0.630957
0.836094 83.3372 2.69028 2.76317 56.8594 1.71093 3.4681 154.405 9.92751 6.65085 89.9474 2.77348 3.14252 0.630957 1
1.32512 54.0176 1.54894 1.58605 39.8259 1.50483 1.63998 86.7832 5.26646 2.53574 58.957 0.930046 2.15828 1 1.58489
2.10017 35.4565 0.657845 0.809563 28.0186 0.795908 0.966024 53.1594 1.63738 1.95032 37.9062 0.637344 0.911602 1.58489 2.51189
3.32855 25.0837 0.443911 0.513161 20.2316 0.690725 0.579905 36.4604 0.930565 1.45397 26.7268 0.437574 0.652222 2.51189 3.98107
5.2754 17.3838 0.255896 0.370646 14.1884 0.214041 0.563694 24.9167 0.591753 0.805979 18.4551 0.363939 0.38773 3.98107 6.30957
8.36094 11.572 0.135345 0.298838 9.45363 0.121845 0.40985 16.5754 0.275034 0.570307 12.2797 0.192046 0.248867 6.30957 10
