#Scale: 0.470747
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2101.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 465.613 23.0272 25.1158 226.782 25.5956 16.0061 1046.47 35.2041 128.157 438.977 30.9042 40.3983 0.1 0.158489
0.210017 283.745 13.4821 14.9831 131.278 21.088 2.97507 631.666 7.82159 77.1613 274.624 14.2963 25.4869 0.158489 0.251189
0.332855 161.474 8.67085 5.6669 85.3122 8.57096 6.93384 321.589 10.1158 26.4632 161.629 10.6586 9.65242 0.251189 0.398107
0.52754 100.971 4.71722 2.98212 69.6735 3.74971 4.08549 163.5 12.6386 7.50806 102.159 4.09688 4.80013 0.398107 0.630957
0.836094 68.6587 2.23054 2.08882 50.3765 1.94704 2.38844 106.616 3.19817 6.85361 68.8602 3.01793 2.53889 0.630957 1
1.32512 50.4139 1.48992 1.47838 36.8329 2.70626 1.58561 74.1681 1.7252 3.69036 52.0934 0.922642 2.38688 1 1.58489
2.10017 36.8273 1.31946 0.631489 27.4011 2.58833 0.18191 52.4784 1.99117 1.6454 38.2809 0.430801 1.69287 1.58489 2.51189
3.32855 26.2772 1.1597 0.158823 20.0181 2.08353 0.0425568 36.1995 0.747154 1.63554 27.4044 0.785957 0.397451 2.51189 3.98107
5.2754 17.9503 0.565443 0.128643 14.2302 0.885919 0.242339 23.3539 0.607038 0.671799 18.7903 0.609272 0.2796 3.98107 6.30957
8.36094 11.0562 0.400068 0.0569315 8.72632 0.304303 0.302089 15.2234 0.682911 0.390724 11.3127 0.402212 0.081686 6.30957 10
