#Scale: 0.994717
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 994.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1048.33 95.6851 11.0591 423.785 142.409 150.856 1353.91 189.093 108.328 699.514 81.2676 57.8129 0.1 0.158489
0.210017 642.883 35.1503 17.4906 329.719 27.7601 102.764 838.073 75.3671 84.5898 405.642 53.7904 30.2644 0.158489 0.251189
0.332855 406.666 22.3237 8.90701 160.528 58.8283 10.9222 517.705 54.1857 41.6069 283.144 16.766 34.9863 0.251189 0.398107
0.52754 251.524 8.79874 9.95085 110.338 28.9674 8.82181 311.869 19.0156 25.3197 185.644 5.6273 27.8587 0.398107 0.630957
0.836094 153.249 5.246 3.67056 89.5501 9.99084 17.1152 181.33 14.2167 10.2411 122.256 2.94185 12.1273 0.630957 1
1.32512 94.2786 3.03401 1.78738 48.4946 17.9408 -1.45491 105.182 7.40267 4.27367 85.7859 -0.701866 8.80018 1 1.58489
2.10017 56.3785 2.97433 0.343369 34.352 11.2134 -1.41124 63.6238 3.73072 3.28183 49.3226 2.72615 0.827564 1.58489 2.51189
3.32855 41.7526 1.81434 0.0462799 29.2109 6.67312 0.118345 46.4689 2.38327 1.39524 36.8573 2.26557 1.45824 2.51189 3.98107
5.2754 28.0724 1.09209 0.336145 20.1725 3.49772 0.936399 31.0188 0.667912 1.80779 25.0252 2.21506 -0.28438 3.98107 6.30957
8.36094 18.9478 0.927042 0.402407 14.727 1.22325 1.88322 20.5468 0.791084 0.654612 17.2827 1.09833 0.831875 6.30957 10
