#Scale: 0.328997
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3007.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 385.254 19.9551 43.9557 241.947 27.1832 29.9245 1628.37 111.774 396.216 603.245 33.115 171.842 0.1 0.158489
0.210017 238.089 19.2911 18.683 172.603 14.6328 21.6452 793.638 161.271 99.5947 338.994 36.3229 51.9208 0.158489 0.251189
0.332855 135.818 6.19456 6.73384 103.156 8.10618 7.9642 475.784 10.223 112.445 179.646 21.0277 20.8159 0.251189 0.398107
0.52754 86.0801 7.21001 0.298691 72.4995 8.51298 1.76614 219.924 22.5859 47.276 105.08 11.1246 2.76295 0.398107 0.630957
0.836094 64.1112 2.77972 1.60392 53.2503 4.81054 1.37719 149.919 -11.1622 37.1068 81.5012 3.682 6.20564 0.630957 1
1.32512 47.3988 2.00686 1.08643 40.9351 3.2341 1.38073 84.9573 6.98627 9.24065 59.1445 0.897076 4.11226 1 1.58489
2.10017 35.6482 1.02058 1.01834 30.9787 1.78661 1.44668 64.2029 5.95067 4.69866 43.9867 0.815498 3.48308 1.58489 2.51189
3.32855 25.1666 0.253588 1.11644 22.2934 0.71336 1.2782 43.3078 0.831017 7.00706 30.238 0.369646 2.5277 2.51189 3.98107
5.2754 17.0321 0.222923 0.899725 14.721 0.619258 0.923435 31.4371 -0.428406 5.02337 21.131 0.13669 2.00056 3.98107 6.30957
8.36094 10.8567 0.119534 0.518846 9.15653 0.488019 0.52947 20.0107 -0.399519 3.6671 14.0211 -0.00349236 1.5477 6.30957 10
