#Scale: 0.182185
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5430.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 760.352 386.415 -86.5477 629.715 369.342 95.6546 5075.39 2950.69 5235.39 1275.58 1175.57 0 0.1 0.158489
0.210017 792.636 31.2149 164.294 573.58 153.021 77.3422 10261.2 -2716.42 10421.2 1554.54 0 795.842 0.158489 0.251189
0.332855 394.29 24.1229 64.1628 340.646 50.4488 52.0376 1499.51 128.751 1659.51 636.332 0 268.068 0.251189 0.398107
0.52754 227.909 31.0188 33.5339 174.953 41.8891 27.9971 500.662 564.376 318.859 504.244 45.9161 203.752 0.398107 0.630957
0.836094 119.268 27.0241 3.40835 113.857 31.5889 -0.619217 -160 484.187 0 161.535 33.2882 61.8411 0.630957 1
1.32512 102.484 14.9002 7.8185 91.6121 15.3784 9.35082 363.539 59.346 225.188 149.845 38.0188 28.1975 1 1.58489
2.10017 62.3306 4.83551 8.42717 62.6939 2.08218 12.4604 27.5823 132.74 31.7222 61.9377 34.8675 2.94949 1.58489 2.51189
3.32855 40.8865 -0.0223808 6.52832 39.2501 0.476498 6.82951 93.075 -14.755 90.0638 47.4257 12.855 8.98331 2.51189 3.98107
5.2754 20.5985 1.84677 1.33819 18.8952 1.935 1.8273 21.6821 102.949 7.01087 29.838 10.0871 5.81001 3.98107 6.30957
8.36094 19.1474 1.17331 2.69572 16.8061 1.50409 2.79852 80.0005 -4.34811 46.4818 29.135 10.2412 8.25367 6.30957 10
