#Scale: 0.156873
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 6306.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1173.38 1328.43 49.1593 1146.12 955.802 35.129 -160 22376.4 0 1416.41 4347.06 1576.41 0.1 0.158489
0.210017 674.158 235.544 200.969 793.288 194.308 300.582 -160 0 0 -160 1140.8 0 0.158489 0.251189
0.332855 775.874 235.599 145.09 788.777 242.23 192.041 -160 3265.74 0 714.456 646.225 275.504 0.251189 0.398107
0.52754 380.839 82.256 38.9051 361.934 107.023 45.1178 -160 1479.64 0 536.255 60.3926 328.946 0.398107 0.630957
0.836094 160.576 86.0281 -3.09019 151.678 94.2751 -5.58951 997.318 0 1157.32 196.379 139.869 86.5275 0.630957 1
1.32512 118.105 -2.67557 37.4959 113.197 -0.589165 36.0674 -160 173.918 0 163.165 101.461 89.9796 1 1.58489
2.10017 64.4645 20.346 4.9947 67.056 16.669 7.63421 23.4226 240.683 183.423 47.1019 99.7137 0.445324 1.58489 2.51189
3.32855 33.2128 1.58702 10.2819 31.1355 3.6098 8.96641 132.087 115.875 152.719 44.8727 8.30504 31.985 2.51189 3.98107
5.2754 21.3615 3.69951 7.54353 22.0587 3.34344 8.74364 130.705 -17.3555 145.99 12.5717 19.0762 6.138 3.98107 6.30957
8.36094 16.221 1.83187 3.05965 14.4851 2.43333 3.55384 106.183 -28.0829 111.3 25.7133 10.047 9.7633 6.30957 10
