#Scale: 0.182185
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5430.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 27151.4 24864 27311.4 -160 13171.3 0 1.3001e+06 -255924 1.30026e+06 72443.4 74190.9 72603.4 0.1 0.158489
0.210017 5276.43 4126.45 5436.43 -160 9774.87 0 -160 0 0 28743.9 -10772.4 28903.9 0.158489 0.251189
0.332855 4168.57 2442.55 2338.73 5241.18 3223.73 2858.26 -160 0 0 -160 0 0 0.251189 0.398107
0.52754 -160 0 0 -160 0 0 -160 0 0 -160 0 0 0.398107 0.630957
0.836094 1212.06 546.455 1032.15 1124.04 464.237 1284.04 -160 0 0 1663.71 1655.55 1823.71 0.630957 1
1.32512 249.671 253.656 119.194 180.791 408.732 105.53 -160 0 0 566.034 260.075 726.034 1 1.58489
2.10017 166.186 153.251 79.5656 179.179 248.718 78.3748 -160 0 0 129.039 177.356 289.039 1.58489 2.51189
3.32855 78.0712 29.8507 75.8173 137.065 15.6043 138.42 -160 0 0 -160 343.462 0 2.51189 3.98107
5.2754 -13.5251 47.9908 53.6053 -9.4826 51.3624 40.7303 -160 0 0 -22.5711 84.3269 137.429 3.98107 6.30957
8.36094 -29.654 43.4117 -7.58705 -27.3154 50.753 -6.81171 -160 299.393 0 -32.34 84.317 18.5502 6.30957 10
