#Scale: 0.288498
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3429.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 2847.14 778.904 179.468 1712.03 547.801 255.608 10145.7 5692.48 2106.31 3519.91 593.715 965.504 0.1 0.158489
0.210017 837.636 165.491 155.614 355.954 188.829 169.07 1598.33 2633.18 -390.477 1488.12 -228.638 680.139 0.158489 0.251189
0.332855 303.36 166.925 19.073 159.519 185.276 35.6873 1940.01 -337.724 1219.92 277.42 249.757 -32.243 0.251189 0.398107
0.52754 266.91 26.3835 29.9201 244.323 41.4171 37.7281 676.028 168.438 275.44 239.071 38.0919 59.8149 0.398107 0.630957
0.836094 152.635 45.8189 -0.471222 122.139 32.1512 11.543 135.848 175.26 15.6642 203.963 60.8193 17.6333 0.630957 1
1.32512 167.444 4.54433 32.1668 118.644 19.0902 21.5668 443.618 -105.327 214.911 202.241 0.109604 51.4427 1 1.58489
2.10017 97.0576 9.19198 16.8896 77.0524 6.87733 15.1568 212.179 3.25426 78.4231 111.025 10.9064 24.7638 1.58489 2.51189
3.32855 46.394 8.00097 4.27486 38.1018 3.84184 4.62496 50.0008 24.8264 20.1665 59.0744 8.1111 7.3346 2.51189 3.98107
5.2754 36.7473 4.29417 5.02403 32.258 3.68355 5.88 55.5095 13.6683 11.5283 40.9865 3.83082 4.32772 3.98107 6.30957
8.36094 21.9366 2.41926 3.52969 16.3551 4.18658 2.58955 50.052 -5.25997 23.068 26.459 1.89235 5.18025 6.30957 10
