#Scale: 0.445435
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2221.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 306.69 21.0267 31.5035 184.824 17.9873 14.6542 956.935 68.3878 117.895 416.685 31.7993 63.7792 0.1 0.158489
0.210017 194.223 11.0677 12.6685 127.291 7.25453 9.41572 551.631 61.045 48.0008 254.594 18.825 25.7208 0.158489 0.251189
0.332855 130.691 4.85742 7.60719 95.134 4.06224 9.79293 322.978 33.4482 29.3138 162.405 8.43318 11.8122 0.251189 0.398107
0.52754 83.0951 3.33792 4.02777 64.0981 3.84669 4.81731 171.56 20.7503 7.76021 102.148 3.19896 7.09982 0.398107 0.630957
0.836094 55.6038 2.84111 1.06733 45.3489 2.58204 1.74336 105.235 6.99765 9.09475 65.6116 3.34979 1.52339 0.630957 1
1.32512 39.8892 1.16893 0.78957 33.601 1.42837 1.07477 69.5103 2.20087 6.36246 46.1458 1.57044 1.52108 1 1.58489
2.10017 29.3499 0.660355 0.748529 24.4735 0.883598 0.741402 51.3359 1.1521 3.87637 34.3475 0.620037 1.29461 1.58489 2.51189
3.32855 20.5107 0.445375 0.440901 17.2359 0.627731 0.59071 34.4039 0.681591 2.057 23.9957 0.503731 0.80953 2.51189 3.98107
5.2754 14.2268 0.28004 0.311225 12.2498 0.428564 0.386876 21.7004 1.00713 1.07624 16.4658 0.246803 0.577643 3.98107 6.30957
8.36094 9.22651 0.109584 0.325277 7.92024 0.256667 0.526001 14.7867 0.576288 1.22222 10.6139 0.165442 0.377998 6.30957 10
