#Scale: 0.102873
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 9616.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 -160 0 0 -160 0 0 0 0 160 -160 160 0 0.1 0.158489
0.210017 -160 0 0 -160 0 0 0 0 160 -160 160 0 0.158489 0.251189
0.332855 -160 0 0 -160 0 0 0 0 160 -160 160 0 0.251189 0.398107
0.52754 -160 0 0 -160 0 0 0 0 160 -160 160 0 0.398107 0.630957
0.836094 -160 1604.2 0 -160 1636.29 0 0 0 160 -160 160 0 0.630957 1
1.32512 -160 0 0 -160 0 0 0 0 160 -160 160 0 1 1.58489
2.10017 660.575 -278.282 820.575 690.414 -239.86 850.414 0 0 160 -160 160 0 1.58489 2.51189
3.32855 166.677 -70.4723 326.677 178.556 -51.5928 338.556 0 0 160 -160 160 0 2.51189 3.98107
5.2754 -29.9477 106.892 130.052 -25.2185 97.7827 134.781 0 0 160 -160 160 0 3.98107 6.30957
8.36094 -56.4505 115.055 103.55 -52.685 111.29 107.315 0 0 160 -160 160 0 6.30957 10
