#Scale: 0.865623
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1142.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 443.543 18.4827 15.8081 236.296 12.0138 17.4002 808.562 70.3488 41.876 391.443 7.19785 38.0518 0.1 0.158489
0.210017 304.17 11.1326 9.37994 151.639 6.15572 14.8539 538.087 46.5234 20.1283 281.621 2.45111 24.4971 0.158489 0.251189
0.332855 211.125 10.2537 3.94595 109.615 4.30482 9.39653 367.844 37.302 10.5549 195.643 3.78381 12.9901 0.251189 0.398107
0.52754 148.508 4.87306 4.02863 88.6202 -0.735489 9.23096 245.706 19.7013 9.64066 137.219 1.82068 7.83691 0.398107 0.630957
0.836094 97.697 3.56512 1.39449 63.1084 1.31263 4.35672 147.85 11.5371 3.19258 93.8986 1.53442 4.01624 0.630957 1
1.32512 63.9207 1.92135 0.759045 46.0192 0.134281 3.42418 87.9333 5.96308 0.782417 62.8392 0.977947 1.91348 1 1.58489
2.10017 41.2105 1.33718 0.0823135 31.2188 0.698275 1.21774 53.6623 3.05747 0.264206 41.0392 0.87254 0.732418 1.58489 2.51189
3.32855 28.2254 1.12404 -0.146036 22.1253 0.982393 0.18833 36.3015 1.96555 0.495407 27.9052 0.863174 0.193533 2.51189 3.98107
5.2754 19.4018 0.765085 -0.0825958 15.5628 0.465366 0.396145 24.4024 1.32849 0.228838 19.2376 0.74757 -0.0403061 3.98107 6.30957
8.36094 13.1341 0.503767 0.0551872 10.2741 0.34671 0.415499 16.6196 0.896858 0.0585251 13.1208 0.415053 0.156088 6.30957 10
