#Scale: 0.126498
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 7820.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 4632.98 7210.89 4792.98 5075.39 8174.82 5235.39 -160 0 0 -160 0 0 0.1 0.158489
0.210017 1748.12 2718.27 1908.12 1924.25 2921.44 2084.25 -160 0 0 -160 0 0 0.158489 0.251189
0.332855 2878.54 921.124 3038.54 3159.02 1512.48 3319.02 -160 0 0 -160 1575.68 0 0.251189 0.398107
0.52754 1654.5 97.2958 1164.88 830.993 816.369 560.408 -160 0 0 10802.9 -6772.2 10962.9 0.398107 0.630957
0.836094 441.971 266.273 231.014 497.536 194.065 339.737 -160 0 0 -160 1307.89 0 0.630957 1
1.32512 271.368 -17.2226 211.854 311.185 -58.4043 254.051 -160 0 0 -160 540.174 0 1 1.58489
2.10017 30.8119 68.0737 95.0805 6.73983 79.9819 74.6448 -160 0 0 301.14 -7.97818 461.14 1.58489 2.51189
3.32855 22.3126 45.05 83.5437 14.2483 49.1596 74.9576 -160 482.309 0 115.375 4.03371 275.375 2.51189 3.98107
5.2754 24.474 27.7121 12.4165 8.46882 43.4197 9.52828 -160 418.475 0 205.429 7.14241 247.762 3.98107 6.30957
8.36094 4.93997 12.8985 9.95802 3.06887 18.7024 11.988 -160 786.976 0 29.1237 6.0273 103.227 6.30957 10
