#Scale: 0.334060
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2961.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1506.44 415.42 106.508 877.399 260.664 135.982 3836.13 1737.61 211.127 1458.96 50.6887 324.441 0.1 0.158489
0.210017 775.317 190.847 61.4334 614.367 33.795 191.601 1961.18 393.681 359.768 603.875 259.649 -13.5298 0.158489 0.251189
0.332855 402.864 44.6492 50.8948 261.318 29.3038 49.6273 790.016 214.564 182.531 429.201 23.8474 101.317 0.251189 0.398107
0.52754 220.937 32.3499 26.4336 161.141 12.4308 28.8023 442.331 32.1164 141.011 216.439 52.4196 25.9808 0.398107 0.630957
0.836094 115.859 39.8259 -0.704475 103.026 15.9015 17.07 244.301 55.5528 29.1302 93.0354 62.5834 -7.06174 0.630957 1
1.32512 82.8634 29.1357 -0.429344 56.8812 30.9012 0 199.652 8.69012 48.8702 75.3487 30.0877 -3.02532 1 1.58489
2.10017 61.4309 12.2728 1.17002 47.9176 15.4208 3.00052 93.6582 8.33337 13.1156 65.2236 11.1106 1.94268 1.58489 2.51189
3.32855 40.6828 7.62746 1.20917 30.3123 8.80676 2.44588 52.8739 14.2292 -2.1155 46.9807 4.00205 4.36566 2.51189 3.98107
5.2754 30.1063 2.79605 2.13323 23.4798 4.36026 2.31075 51.4463 -2.70086 11.9044 30.4708 2.70035 1.8491 3.98107 6.30957
8.36094 20.4883 0.73394 2.29322 12.9048 2.36272 1.48024 35.9606 1.25782 6.339 23.3227 -0.171055 4.66837 6.30957 10
