#Scale: 0.642873
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1538.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 884.952 217.506 -11.1461 169.68 113.091 75.557 1480.23 221.063 50.7207 531.943 117.85 31.0565 0.1 0.158489
0.210017 556.248 92.0065 7.73077 197.286 60.1231 15.1013 911.074 47.4845 78.2534 327.518 99.358 9.3399 0.158489 0.251189
0.332855 319.56 46.0694 0.337036 156.407 28.263 28.542 495.476 37.9999 25.9781 202.133 36.7078 10.8896 0.251189 0.398107
0.52754 199.473 18.4629 3.44304 86.1498 8.26052 18.6297 301.443 13.2891 16.3249 136.502 12.6457 10.347 0.398107 0.630957
0.836094 121.139 10.4017 1.23086 59.4514 12.7819 3.06185 162.332 8.30443 4.57367 100.025 7.15712 8.8904 0.630957 1
1.32512 71.2751 9.07823 0.953804 34.0533 7.13079 1.90533 93.5325 5.10098 1.83219 60.924 6.95766 4.21307 1 1.58489
2.10017 55.4035 4.95709 0.784283 29.3981 6.92491 -0.0421715 69.5913 2.93806 2.57889 49.4247 2.2382 3.14219 1.58489 2.51189
3.32855 38.4718 2.22245 0.664219 23.5598 5.64283 0.664722 48.0449 1.33337 2.00135 33.7215 1.02552 1.58991 2.51189 3.98107
5.2754 26.7452 1.75015 0.857632 16.234 -0.366645 3.03221 33.4818 0.896175 1.48939 23.4072 0.909222 1.19257 3.98107 6.30957
8.36094 17.2813 1.25985 0.83095 10.4176 0.903839 1.73294 21.5093 0.482912 0.985353 15.2588 0.394739 1.23264 6.30957 10
