#Scale: 0.258123
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3832.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 532.461 93.8005 11.144 398.121 87.5599 21.7331 3945.33 -360.756 2192.76 679.827 306.237 51.655 0.1 0.158489
0.210017 298.628 23.3396 19.3909 223.128 29.6568 18.2068 842.409 402.397 107.459 491.268 27.4214 130.811 0.158489 0.251189
0.332855 173.198 6.13547 13.3442 150.151 8.6627 16.9575 525.353 7.03516 173.182 217.127 20.4715 24.9471 0.251189 0.398107
0.52754 111.07 4.80315 4.18804 90.3885 6.76318 6.06368 226.817 65.5296 23.7594 166.492 9.58722 26.0783 0.398107 0.630957
0.836094 85.6031 1.03234 3.46941 78.9966 0.441299 6.5668 161.739 40.9187 19.1433 100.178 8.84052 7.01974 0.630957 1
1.32512 61.0677 2.79441 1.6973 56.4221 2.24587 2.27852 119.71 12.1957 26.5481 70.9086 8.48174 5.29686 1 1.58489
2.10017 42.5747 1.03992 1.64075 38.0681 1.58514 1.34419 85.8082 -5.58667 27.8983 53.212 2.6937 5.3945 1.58489 2.51189
3.32855 27.7279 0.983421 0.525623 24.4942 1.59895 0.595406 56.3633 11.0694 9.8292 35.5513 1.94911 4.67582 2.51189 3.98107
5.2754 18.7251 0.505243 0.756618 15.1158 1.62807 0.112887 37.0693 4.89834 7.7393 28.5459 -0.290909 6.40442 3.98107 6.30957
8.36094 13.2593 -0.0828228 1.18375 10.2413 0.868847 0.642584 33.7856 0.00498581 13.0496 21.0565 0.242487 5.58994 6.30957 10
