#Scale: 0.744123
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1329.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 996.075 96.0013 38.8252 304.731 160.454 61.7599 1613.91 62.5188 160.504 576.515 87.2896 35.7758 0.1 0.158489
0.210017 548.121 74.4913 -2.12897 146.228 99.3718 4.62199 855.914 94.4106 41.7295 353.945 40.8448 13.1581 0.158489 0.251189
0.332855 355.801 38.1954 2.72229 134.62 43.6039 20.8603 596.721 25.3888 66.2107 179.697 54.3521 -9.37253 0.251189 0.398107
0.52754 202.254 22.0824 -2.72131 80.1416 22.4871 5.5674 301.998 24.5832 10.8752 137.231 17.7265 2.41368 0.398107 0.630957
0.836094 128.946 7.03232 2.76144 68.8412 8.31207 10.2485 172.202 9.35524 9.90283 102.592 4.30781 5.15527 0.630957 1
1.32512 82.7757 5.59371 2.20937 45.6836 13.6808 0 105.081 5.14133 6.4575 70.761 3.25047 3.70338 1 1.58489
2.10017 56.7724 2.67491 1.32184 35.4756 2.62268 2.22063 71.3373 0.882759 4.55946 48.1723 3.08304 0.688236 1.58489 2.51189
3.32855 38.5361 2.19778 0.225948 24.3659 2.4147 2.15513 46.7771 1.26569 1.92064 34.2174 3.00509 0.319435 2.51189 3.98107
5.2754 27.1743 2.18626 0.02244 14.9394 4.13982 -0.395798 33.3257 1.11551 0.971992 24.3788 1.89328 0.598907 3.98107 6.30957
8.36094 18.019 1.117 0.462234 10.0832 3.19432 0.361611 22.4461 0.715481 1.03962 15.7826 0.842777 0.75452 6.30957 10
