#Scale: 0.435310
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2272.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1041.53 204.714 51.959 400.519 118.607 114.911 2411.26 125.357 421.582 572.057 180.084 42.9473 0.1 0.158489
0.210017 482.186 163.215 -16.2008 157.103 101.367 22.8446 1160.21 121.152 160.274 253.311 142.951 -47.1761 0.158489 0.251189
0.332855 285.036 78.101 16.7136 106.509 24.3454 23.2809 559.821 100.188 62.9481 213.384 34.1423 21.8202 0.251189 0.398107
0.52754 201.046 18.4921 9.69615 107.109 21.3056 15.5944 355.515 12.028 64.8922 157.869 17.5582 8.85443 0.398107 0.630957
0.836094 122.467 10.973 3.78805 64.5327 14.4363 10.3618 185.873 12.8858 14.9939 113.486 6.29087 11.3969 0.630957 1
1.32512 68.5556 10.3233 0.548782 26.7415 17.5965 -2.55078 101.572 9.49504 7.20816 69.1339 4.89478 6.50146 1 1.58489
2.10017 53.6393 7.26882 1.243 35.782 7.29565 2.76851 82.516 3.06649 9.07943 45.7017 7.75102 2.0792 1.58489 2.51189
3.32855 35.616 4.37804 0.477077 23.073 4.85478 -0.604553 46.8437 4.72832 2.43774 35.0562 1.9719 2.04922 2.51189 3.98107
5.2754 25.3312 1.97133 0.882635 17.5672 2.0241 1.40016 36.0929 -0.0428963 3.31402 22.8734 1.8939 1.08001 3.98107 6.30957
8.36094 16.3036 1.52579 0.875898 11.4044 1.98918 1.13599 23.1982 0.424046 1.90269 14.6952 1.6805 1.06122 6.30957 10
