#Scale: 0.812467
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1217.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 989.935 113.369 24.8425 295.163 176.366 3.32495 1483.11 198.401 55.6965 647.039 35.2372 100.658 0.1 0.158489
0.210017 589.966 72.78 -5.44373 108.681 133.639 -32.45 881.662 109.948 25.4172 404.139 32.4667 28.6736 0.158489 0.251189
0.332855 382.537 33.098 2.64014 148.454 32.9386 19.934 539.468 61.3646 9.32556 276.565 17.8401 22.5114 0.251189 0.398107
0.52754 224.883 15.5873 0.760315 108.868 26.1653 5.48973 320.037 20.9225 18.8833 154.37 19.0065 0.0681915 0.398107 0.630957
0.836094 133.47 14.0589 -2.20291 66.6921 11.1024 7.2262 170.69 22.6382 -2.92609 111.053 8.59795 4.49623 0.630957 1
1.32512 84.9645 3.73687 1.40706 49.7671 6.49618 4.70647 103.758 7.16321 2.26812 74.0034 2.85897 4.31021 1 1.58489
2.10017 56.9701 4.57365 -0.952129 36.1059 5.34541 0.439594 67.0749 5.94476 -0.829353 51.5447 3.40158 1.0607 1.58489 2.51189
3.32855 38.6209 2.51641 -0.313908 27.2613 1.88203 2.59386 45.1367 2.52426 0.166134 34.6169 2.68287 -0.19968 2.51189 3.98107
5.2754 27.9915 1.79641 0.145216 16.8782 2.61247 -0.107836 33.6693 1.71968 0.518303 24.7956 1.68145 0.429399 3.98107 6.30957
8.36094 17.7061 1.85246 -0.0762653 10.5947 3.02468 0.280306 21.7114 1.44425 0.299852 15.2758 2.16056 -0.0874987 6.30957 10
