#Scale: 0.612498
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1615.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 270.813 20.4097 10.4245 160.852 15.0091 9.25858 723.818 70.9692 46.884 320.766 23.0117 18.9106 0.1 0.158489
0.210017 201.833 12.1617 9.84581 125.703 7.51524 10.4225 508.128 37.066 36.4508 237.865 13.8471 13.9367 0.158489 0.251189
0.332855 141.249 8.58246 4.42787 91.7784 8.15241 5.61456 331.237 24.4914 24.8043 166.449 9.13712 7.97765 0.251189 0.398107
0.52754 98.8087 3.61744 3.84998 68.2292 3.53064 4.24952 213.623 8.0195 18.2818 114.903 4.36478 5.36631 0.398107 0.630957
0.836094 64.989 2.65926 1.55449 48.1413 2.91571 2.05573 122.055 6.19176 7.1852 75.0776 3.00913 2.71617 0.630957 1
1.32512 42.9859 1.49673 0.691067 34.9264 1.59972 1.08054 69.3605 4.80066 3.02367 47.9944 1.65151 1.29309 1 1.58489
2.10017 31.2352 0.801504 0.621208 25.7522 1.00007 0.680403 48.0441 1.60685 2.21793 34.8661 0.575333 1.10808 1.58489 2.51189
3.32855 21.7366 0.669542 0.283209 18.0499 0.735424 0.560913 33.4972 1.27013 1.15844 24.0876 0.635962 0.335239 2.51189 3.98107
5.2754 15.3203 0.517915 0.155697 12.5977 0.638795 0.307806 23.6735 0.534609 1.02311 17.1219 0.460632 0.223141 3.98107 6.30957
8.36094 9.92188 0.255844 0.185467 8.20925 0.324168 0.275008 15.3824 0.0925703 0.966647 11.0146 0.261143 0.223705 6.30957 10
