#Scale: 0.678310
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1458.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 863.908 144.653 1.01868 159.053 126.502 59.8748 1484.27 112.15 119.232 461.121 91.6321 19.3248 0.1 0.158489
0.210017 586.332 81.68 5.43219 263.391 11.3141 80.1508 910.09 77.733 30.0581 364.292 51.6251 32.8423 0.158489 0.251189
0.332855 330.516 57.7334 -1.48471 137.78 31.4002 21.7361 521.929 55.1268 20.5547 199.717 33.2872 14.3741 0.251189 0.398107
0.52754 190.461 25.3542 1.29793 89.9582 14.8602 16.0675 288.534 24.1274 13.3418 123.907 14.247 12.5041 0.398107 0.630957
0.836094 123.868 12.5984 1.39717 79.0915 4.2817 13.4456 168.502 14.9673 5.93796 93.3247 5.94827 6.36666 0.630957 1
1.32512 77.6945 7.08867 0.19738 39.6738 7.7602 2.59149 100.13 3.95098 3.19713 66.4289 5.74238 3.06991 1 1.58489
2.10017 53.0619 4.66113 0.63884 28.9027 6.85448 2.23547 65.5519 4.49736 1.88574 47.5789 2.11525 2.48616 1.58489 2.51189
3.32855 38.7745 2.42744 0.488636 22.3482 1.62951 3.48479 47.6997 2.23726 1.25254 34.6356 1.82621 1.23088 2.51189 3.98107
5.2754 26.5518 2.14691 0.395658 17.4703 2.03029 1.53604 32.0261 1.38929 0.622854 23.7513 1.69697 0.80496 3.98107 6.30957
8.36094 17.2126 1.53092 0.313982 10.5319 1.85108 1.25132 21.0382 1.04552 0.417551 15.3436 1.48066 0.754994 6.30957 10
