#Scale: 0.133248
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 7424.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 3290.94 2518.59 3450.94 -160 3698.2 0 707294 -11965.4 707454 17918 1679.68 18078 0.1 0.158489
0.210017 1900.77 661.878 1119.45 2124.37 611.439 1350.15 -160 0 0 -160 1003.03 0 0.158489 0.251189
0.332855 933.874 1012.44 251.017 749.424 1231.38 243.214 -160 0 0 2705.18 473.981 2865.18 0.251189 0.398107
0.52754 384.349 371.5 82.3267 443.414 337.526 108.95 -160 0 0 -160 828.961 0 0.398107 0.630957
0.836094 186.735 356.813 -39.1976 224.357 395.562 -5.71915 -160 0 0 -160 582.083 0 0.630957 1
1.32512 47.0564 60.7222 67.2129 50.3962 70.6375 69.7043 -160 0 0 20.7803 136.326 180.78 1 1.58489
2.10017 59.815 22.7014 30.2803 53.2079 42.6701 27.4635 -160 167.644 0 127.88 -9.5652 287.88 1.58489 2.51189
3.32855 39.632 22.8821 17.1978 43.1047 21.8525 27.6403 -160 544.802 0 11.9105 93.2754 62.1163 2.51189 3.98107
5.2754 30.5221 10.4783 11.2358 34.2993 13.6638 14.7404 286.373 -226.961 446.373 -11.7159 67.4376 29.9019 3.98107 6.30957
8.36094 12.0671 11.8021 0.866838 6.95525 13.78 -1.17848 373.113 -126.056 533.113 51.1563 44.5588 37.8687 6.30957 10
