#Scale: 0.263185
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3759.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1503.88 -26.5494 286.745 1180.29 -12.4176 318.137 5716.54 604.15 2175.46 1723.39 186.504 380.133 0.1 0.158489
0.210017 549.718 57.1455 49.7412 373.581 100.485 30.4177 2056.36 175.524 693.443 759.554 14.6122 197.772 0.158489 0.251189
0.332855 266.385 14.679 20.6979 181.948 16.7314 22.4238 991.956 134.871 290.423 366.594 39.7602 70.9775 0.251189 0.398107
0.52754 161.087 19.0889 3.73129 119.999 34.0528 -1.47363 444.964 4.55957 153.614 217.802 8.44586 38.5164 0.398107 0.630957
0.836094 126.322 5.15802 11.501 100.301 11.5562 7.23146 379.949 -58.6553 181.855 153.754 4.82114 22.8971 0.630957 1
1.32512 90.6629 5.84938 3.80257 67.1144 10.9026 1.25175 192.592 7.82642 45.1125 130.148 1.10797 22.1828 1 1.58489
2.10017 64.0129 2.58125 4.63105 52.4887 3.43849 5.30419 122.586 13.05 17.5546 82.338 3.45868 11.8377 1.58489 2.51189
3.32855 39.2877 2.5971 1.69102 32.8639 3.37896 3.09872 83.8716 7.5732 18.3415 48.1312 2.87173 3.39602 2.51189 3.98107
5.2754 26.4692 2.22684 0.824249 21.8599 2.93519 1.26698 49.0055 1.25344 12.9788 33.9009 2.04856 2.65389 3.98107 6.30957
8.36094 16.6267 0.638735 1.1006 13.3012 1.2262 1.11075 33.061 2.22202 8.32858 21.9684 1.72448 3.50597 6.30957 10
