#Scale: 0.903592
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1094.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 343.457 8.03564 25.1339 181.484 2.93118 22.6954 756.291 61.2069 50.7606 347.411 9.71207 29.4389 0.1 0.158489
0.210017 263.291 9.06699 14.1561 147.464 2.37006 18.5014 560.349 58.4674 26.8444 265.552 8.29645 18.0489 0.158489 0.251189
0.332855 203.613 5.74342 10.2133 116.056 1.60993 12.7661 416.103 40.535 21.498 209.043 6.30701 12.4332 0.251189 0.398107
0.52754 144.377 4.36859 6.27589 86.4624 3.45898 7.54765 281.739 24.0504 11.7086 148.953 3.62859 7.89119 0.398107 0.630957
0.836094 97.7891 1.7273 4.59721 63.8506 1.48211 5.30925 172.041 12.3248 7.43669 102.396 1.22784 5.62107 0.630957 1
1.32512 61.0164 1.00983 2.25922 43.7457 0.989029 2.51171 98.0461 5.60162 4.40544 63.5939 0.984989 2.41152 1 1.58489
2.10017 39.7494 0.342552 1.28072 30.5293 0.474167 1.51106 58.0997 2.3063 2.54175 41.5627 0.419926 1.38118 1.58489 2.51189
3.32855 27.3277 0.361517 0.666992 22.0022 0.581591 0.783649 37.5787 1.18515 1.11411 28.4824 0.382099 0.723928 2.51189 3.98107
5.2754 18.7628 0.220644 0.463362 15.2446 0.269932 0.620185 25.4609 0.834852 0.774044 19.5486 0.263935 0.438103 3.98107 6.30957
8.36094 12.4889 0.155643 0.369287 10.3844 0.168522 0.500895 16.6168 0.456276 0.557981 12.9214 0.189498 0.344583 6.30957 10
