#Scale: 0.888404
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1113.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 333.704 10.0863 18.8768 184.233 8.44403 16.4749 716.892 72.8671 33.6312 340.59 7.83673 26.3328 0.1 0.158489
0.210017 259.874 9.4296 12.7697 142.978 5.10242 15.5116 571.99 52.3261 36.0512 261.486 14.0742 12.7179 0.158489 0.251189
0.332855 196.724 7.11453 7.70976 112.968 2.53965 12.668 397.219 49.0902 10.709 204.897 6.48212 9.92549 0.251189 0.398107
0.52754 141.282 4.3286 5.95871 87.0638 2.05335 8.18327 269.26 26.9141 8.37 147.122 3.30794 7.78343 0.398107 0.630957
0.836094 95.1964 2.36491 3.75905 62.9611 1.15769 5.28543 167.434 13.574 6.0681 99.8374 2.51929 4.17049 0.630957 1
1.32512 60.035 1.25917 1.90194 44.2959 0.222641 3.2374 94.4623 7.0648 2.76733 62.5569 1.79753 1.66302 1 1.58489
2.10017 39.1776 0.554367 1.19501 30.5382 0.387741 1.52916 57.4804 3.23475 1.90068 40.7424 0.686932 1.29736 1.58489 2.51189
3.32855 27.1501 0.391443 0.72261 21.9337 0.295008 0.932196 37.2437 1.88183 1.11258 28.3855 0.383755 0.788122 2.51189 3.98107
5.2754 18.5389 0.234612 0.437464 15.2397 0.0610943 0.816774 24.6312 1.50558 0.288549 19.4086 0.292355 0.415792 3.98107 6.30957
8.36094 12.4288 0.0727053 0.452977 10.4131 -0.0104246 0.63666 16.4338 0.726549 0.547616 12.8744 0.0871105 0.432156 6.30957 10
