#Scale: 0.541622
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1826.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 414.578 26.4075 17.2534 187.945 13.9048 13.1797 870.126 48.1454 72.506 386.725 20.5215 32.4399 0.1 0.158489
0.210017 264.708 20.7603 5.67523 132.409 18.8216 4.51154 499.761 52.1703 14.6877 260.323 9.08392 24.3995 0.158489 0.251189
0.332855 164.756 8.04066 5.01933 95.3063 5.22269 8.03381 306.985 15.4829 19.2974 155.209 8.89398 9.74123 0.251189 0.398107
0.52754 106.34 4.47581 2.95355 67.5216 4.19223 5.67266 174.708 10.616 6.39575 105.284 3.46275 6.55119 0.398107 0.630957
0.836094 69.2365 2.88226 1.69865 51.5415 1.61908 3.80294 103.358 4.62173 5.31335 67.6181 3.15605 1.65115 0.630957 1
1.32512 49.1324 1.65664 1.11286 36.5284 1.74192 1.4749 69.6985 2.12892 3.19577 49.4173 1.41204 1.5056 1 1.58489
2.10017 34.9918 1.33179 0.40308 26.7576 1.5598 0.707758 49.635 0.889942 2.42702 34.7136 1.31589 0.460312 1.58489 2.51189
3.32855 25.3249 0.586149 0.381086 19.5581 0.964571 0.375584 34.4718 0.12989 1.87463 25.5564 0.561892 0.614357 2.51189 3.98107
5.2754 17.1888 0.459272 0.151665 13.3473 0.542047 0.332178 22.213 0.628155 0.44483 17.7541 0.367098 0.41399 3.98107 6.30957
8.36094 10.7553 0.493711 -0.0279827 8.73763 0.370017 0.205842 13.7191 0.835081 0.00780106 10.9272 0.436647 0.0899963 6.30957 10
