#Scale: 0.531497
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1861.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 856.332 303.414 -54.3343 288.18 130.512 26.5925 1579.3 263.346 43.603 458.803 242.019 -59.3752 0.1 0.158489
0.210017 584.215 93.9697 17.7695 250.375 127.658 15.531 961.24 62.2233 95.236 388.689 60.2809 33.7633 0.158489 0.251189
0.332855 293.13 55.1738 8.15582 81.5081 59.7998 27.5114 508.861 27.6375 53.3955 187.716 33.5646 7.18391 0.251189 0.398107
0.52754 183.128 22.3521 0.0454559 88.8488 45.3213 6.51502 290.668 8.65912 24.1391 127.061 21.1695 8.39796 0.398107 0.630957
0.836094 107.846 12.0753 2.98007 52.4906 25.2348 -0.389336 157.024 1.91025 13.1759 86.0488 10.7829 6.59108 0.630957 1
1.32512 67.3917 12.2122 0.89341 25.0985 23.362 -6.32128 95.7739 2.73953 7.51143 58.0579 12.3452 3.56016 1 1.58489
2.10017 50.1976 5.71681 -0.0214195 32.6085 5.46471 1.95789 69.2566 0.471207 6.36816 40.5374 9.23139 -1.38396 1.58489 2.51189
3.32855 35.0783 4.40362 0.0473061 17.1 6.44863 0.226009 46.4163 0.331192 3.05368 31.6896 5.42298 -0.0419655 2.51189 3.98107
5.2754 25.3058 2.5345 0 17.1563 4.24511 0.293642 30.5784 1.66167 0.592545 23.6637 1.97856 0.990499 3.98107 6.30957
8.36094 15.0593 2.30512 0.173091 7.68747 4.80297 -0.912834 20.076 0.286234 1.82965 13.377 1.92766 0.0413094 6.30957 10
