#Scale: 0.918779
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1076.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 446.992 24.255 10.2478 208.609 9.73001 15.2587 790.214 76.3329 10.3034 404.201 5.81479 40.9003 0.1 0.158489
0.210017 312.144 11.5062 13.0277 157.301 2.40807 18.499 572.774 35.8378 32.909 266.119 3.8465 22.3319 0.158489 0.251189
0.332855 219.268 8.83794 5.64699 112.887 4.18224 10.2806 376.14 27.8379 13.3787 198.379 4.36234 12.9664 0.251189 0.398107
0.52754 151.798 7.43513 2.41794 84.8084 1.64929 7.81185 249.874 21.028 6.23769 138.986 3.42599 7.2737 0.398107 0.630957
0.836094 103.035 3.93433 1.54459 63.8876 0.90987 5.75485 158.408 11.9496 3.05376 96.4867 1.86436 4.33632 0.630957 1
1.32512 64.809 2.53511 0.236885 44.6001 1.39729 2.12018 91.7252 5.87057 1.30873 62.2358 1.34164 1.59871 1 1.58489
2.10017 43.1417 0.716724 0.748577 31.7939 0.790363 1.29185 56.7141 1.85077 1.86336 42.4424 0.356567 1.35263 1.58489 2.51189
3.32855 29.2967 0.663103 0.198908 22.6918 0.264862 1.14196 37.8543 1.2448 0.901943 28.5716 0.733034 0.314293 2.51189 3.98107
5.2754 20.134 0.685501 0.0348167 15.7722 0.362697 0.568706 24.8089 1.31522 -0.0384846 20.1273 0.438036 0.288469 3.98107 6.30957
8.36094 13.6716 0.456129 0.0321112 10.563 0.375518 0.333179 17.1582 0.740746 0.182127 13.592 0.319628 0.163742 6.30957 10
