#Scale: 0.526435
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1879.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 833.019 206.757 -0.755981 213.417 231.919 27.219 1515.14 115.606 111.893 486.56 189.048 11.4885 0.1 0.158489
0.210017 573.784 124.58 4.44739 193.067 103.579 1.24184 1063.23 92.9576 106.139 305.075 108.488 0.743378 0.158489 0.251189
0.332855 328.163 46.7503 1.00974 163.655 22.051 34.6615 508.861 46.2819 38.1771 236.5 36.3516 4.32335 0.251189 0.398107
0.52754 172.403 21.672 5.25168 86.6542 16.8976 15.8774 270.367 15.2097 21.2375 121.626 18.182 13.1616 0.398107 0.630957
0.836094 106.502 11.063 6.51925 46.9419 41.6692 -0.867409 151.048 0.689529 12.7749 89.8875 6.03297 12.1794 0.630957 1
1.32512 76.8612 8.86958 3.29479 55.2981 10.4408 5.38486 98.5354 3.37305 5.82423 66.4428 9.17558 4.89302 1 1.58489
2.10017 55.0584 3.8375 1.37997 33.8153 3.9006 2.88058 71.3459 3.49506 5.4449 48.8157 3.8033 2.25423 1.58489 2.51189
3.32855 37.2312 2.88272 1.2016 27.7197 3.629 3.61726 43.8194 2.74468 1.20037 34.9952 2.44741 2.34957 2.51189 3.98107
5.2754 27.3063 2.02202 0.780622 20.1312 2.11562 3.46395 32.4242 1.25901 1.36214 25.502 2.26734 1.50911 3.98107 6.30957
8.36094 16.2215 1.26485 0.691689 11.9054 2.10812 0.948973 19.3268 0.446615 1.06178 15.115 1.70588 1.0871 6.30957 10
