#Scale: 0.359372
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2752.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 0 0 0 0.557031 0.0402116 0.0371061 3.04289 0.0952933 0.508162 1.09132 0.0530732 0.0937 0.1 0.158489
0.210017 0 0 0 0.546141 0.0495595 0.0235477 2.88931 0.0421765 0.5428 1.13668 0.0710119 0.096173 0.158489 0.251189
0.332855 0 0 0 0.587919 0.0338069 0.0293506 2.90886 0.0704715 0.495797 1.08317 0.0481153 0.0660826 0.251189 0.398107
0.52754 0 0 0 0.737899 0.0508606 0.0275393 1.94912 0.160595 0.206214 1.10896 0.00485063 0.0997478 0.398107 0.630957
0.836094 0 0 0 0.834024 0.0372139 0.0109774 1.60363 0.0716088 0.19917 1.06845 0.00628638 0.0556508 0.630957 1
1.32512 0 0 0 0.800524 0.0385141 0.0303879 1.5595 0.104985 0.129988 1.11737 0.00250483 0.0561926 1 1.58489
2.10017 0 0 0 0.83435 0.0167663 0.0274004 1.57502 -0.0241987 0.243771 1.07411 0.0425992 0.00895691 1.58489 2.51189
3.32855 0 0 0 0.791423 0.0374416 -0.00100464 1.50267 -0.0257353 0.170678 1.14014 0.0100098 0.0511388 2.51189 3.98107
5.2754 0 0 0 0.804347 0.0309563 0.010969 1.52267 0.0219582 0.15368 1.12064 0.011789 0.0540255 3.98107 6.30957
8.36094 0 0 0 0.807653 0.0195978 0.0217271 1.47681 0.112897 0.0876554 1.12643 0.00631166 0.0489186 6.30957 10
