#Scale: 0.425185
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2326.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 326.646 13.3609 42.2812 195.641 11.3555 21.4383 1077.28 80.467 149.512 451.111 12.2402 82.7597 0.1 0.158489
0.210017 201.54 9.62613 18.8781 134.261 7.0974 14.4612 577.722 60.2303 71.339 266.779 17.0621 34.1036 0.158489 0.251189
0.332855 129.981 4.08841 9.40607 94.7074 4.49125 11.1424 319.171 20.4539 35.3799 165.326 7.02115 12.775 0.251189 0.398107
0.52754 83.8331 2.88058 3.86834 65.6246 1.38263 6.46658 187.616 15.1984 20.4323 101.21 6.05729 4.25902 0.398107 0.630957
0.836094 56.8798 1.74903 1.96822 47.0937 1.49801 3.31222 106.894 5.94082 8.83459 67.0367 2.64181 2.6246 0.630957 1
1.32512 40.7248 0.744091 1.85993 33.8365 1.37863 1.7322 69.2396 0.00254822 5.82721 48.8228 -0.231754 3.0759 1 1.58489
2.10017 30.4938 0.397957 1.28468 24.9742 0.696625 1.22889 55.8008 0.7229 4.41248 36.6339 0.313793 2.1156 1.58489 2.51189
3.32855 21.8344 0.132202 0.886017 18.2275 0.470516 0.806732 37.3524 0.89217 3.71503 25.9914 -0.175364 1.6573 2.51189 3.98107
5.2754 14.9517 0.177869 0.516915 13.145 0.33297 0.5508 22.4266 0.802198 1.50827 17.0763 0.213245 0.859011 3.98107 6.30957
8.36094 9.30319 0.209585 0.304394 7.97465 0.332719 0.392682 14.7222 0.602872 1.26362 10.8765 0.142041 0.510386 6.30957 10
