#Scale: 0.455560
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2171.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1009.74 249.869 20.2844 444.95 180.26 -1.20602 2030.42 294.831 312.599 606.428 101.352 18.4244 0.1 0.158489
0.210017 600.832 163.088 15.8979 113.676 112.903 0.410522 1305.28 148.659 145.706 361.8 118.35 30.6677 0.158489 0.251189
0.332855 302.173 66.2555 17.6986 90.5906 55.7414 4.70491 528.626 100.748 80.4059 247.543 15.1912 32.2984 0.251189 0.398107
0.52754 153.934 30.6951 4.52129 65.5486 33.1789 0.0987015 256.884 24.135 24.0172 125.945 17.6626 10.8082 0.398107 0.630957
0.836094 108.719 7.91827 3.56715 75.8781 5.61632 15.5267 171.929 1.34991 25.4257 82.8795 13.7803 -1.13911 0.630957 1
1.32512 60.0539 13.6909 0.310089 35.0964 10.6257 3.51628 84.7168 13.7944 7.13542 54.8775 12.6719 0.977634 1 1.58489
2.10017 46.19 9.17959 -1.0133 26.3187 9.68246 -0.90428 64.5458 8.10237 3.15176 42.8608 6.3009 0.566132 1.58489 2.51189
3.32855 33.6599 4.65622 0.563324 17.4181 7.35113 0.0774803 44.7808 4.23986 2.40913 33.3407 1.8019 2.05597 2.51189 3.98107
5.2754 23.627 2.6629 0.484762 16.8995 2.456 0.970825 31.5346 2.0815 1.5394 21.4523 1.53059 0.823828 3.98107 6.30957
8.36094 14.6399 1.77461 0.294685 10.143 2.03142 0.541282 20.0086 1.28549 1.73806 13.135 1.67992 0.252108 6.30957 10
