#Scale: 0.172060
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5749.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1907.97 341.978 288.478 1493.69 603.17 195.996 -160 9676.82 0 4391.59 -426.603 2478.06 0.1 0.158489
0.210017 796.062 87.8316 216.063 592.396 189.301 192.287 4047.67 -512.096 4207.67 1833.22 137.076 924.095 0.158489 0.251189
0.332855 527.221 40.0306 104.407 501.471 50.0074 156.122 1515.1 177.69 1675.1 633.516 193.413 152.71 0.251189 0.398107
0.52754 307.204 101.908 32.354 307.049 79.0445 44.1619 506.871 569.344 666.871 299.497 313.946 11.333 0.398107 0.630957
0.836094 190.211 25.1077 33.2878 166.377 44.2552 17.5712 105.486 583.769 265.486 331.622 -38.0132 167.826 0.630957 1
1.32512 107.502 20.5384 9.38605 101.834 24.191 9.21718 262.768 145.788 252.372 133.577 45.056 47.9331 1 1.58489
2.10017 73.9695 0.648193 13.5753 68.8537 4.21814 11.1431 176.614 66.5426 184.374 99.1188 0 39.6126 1.58489 2.51189
3.32855 37.2854 9.85202 -0.84824 38.0669 11.4095 0 -42.7428 128.088 -33.2011 36.2148 17.2727 6.01305 2.51189 3.98107
5.2754 22.2095 2.15754 2.39426 21.7021 1.4669 3.80002 -13.2885 52.4295 0 26.6707 15.492 3.58971 3.98107 6.30957
8.36094 15.2395 1.01247 2.4077 16.2236 0.171144 3.9326 7.25618 65.3804 -5.99608 9.89543 12.5525 -0.632056 6.30957 10
