#Scale: 0.663123
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1491.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 395.839 24.057 8.43124 194.331 1.26164 19.6391 830.326 35.8598 61.0219 342.926 22.1399 20.9187 0.1 0.158489
0.210017 259.517 18.9046 1.63306 128.662 14.065 6.62616 513.24 36.6734 24.178 236.718 9.27296 16.3224 0.158489 0.251189
0.332855 173.048 12.7099 0.00628662 93.3744 9.80048 3.15706 316.892 27.2258 8.53046 163.496 6.85938 9.099 0.251189 0.398107
0.52754 114.847 8.93452 0.300659 67.0626 7.22582 2.62901 199.89 11.5531 8.48146 109.618 6.43793 3.85656 0.398107 0.630957
0.836094 76.5434 2.76583 1.34876 49.7212 3.22088 1.82153 116.101 5.25629 3.95152 76.935 1.42014 4.03999 0.630957 1
1.32512 51.6315 2.06472 0.325699 37.0558 1.8465 1.13329 74.3156 2.86243 1.57038 51.3611 1.37793 1.48293 1 1.58489
2.10017 36.0818 1.20794 0.224262 26.6176 1.83399 0.223772 49.5094 1.04823 1.90872 36.4356 0.784336 0.868656 1.58489 2.51189
3.32855 25.2267 0.803894 0.0632992 19.6879 1.10015 0.186916 33.443 0.675304 1.091 25.2883 0.561132 0.345984 2.51189 3.98107
5.2754 17.9895 0.329679 0.226171 13.9391 0.579058 0.263694 23.651 0.0879536 1.10392 18.1755 0.249292 0.387157 3.98107 6.30957
8.36094 11.7185 0.250834 0.078208 9.23991 0.420822 0.11621 15.1493 0.26945 0.560592 11.846 0.13074 0.283255 6.30957 10
