#Scale: 0.597310
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1656.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 976.827 133.573 28.3824 253.156 116.362 12.1652 1609.11 80.5487 117.505 605.342 44.69 89.1976 0.1 0.158489
0.210017 516.261 136.984 -27.3182 103.168 114.291 -2.69791 849.911 115.399 5.09314 328.866 96.021 -7.5264 0.158489 0.251189
0.332855 340.67 37.3886 7.79492 62.6347 52.2668 15.3936 544.969 29.5361 47.806 232.863 22.9183 24.1053 0.251189 0.398107
0.52754 185.753 28.5022 0.0959778 75.2671 22.3284 8.09561 290.082 19.3373 14.7472 121.991 27.1883 4.41215 0.398107 0.630957
0.836094 107.267 10.6757 1.80502 53.0086 16.7788 3.37642 137.418 11.2193 6.42548 95.012 3.47221 8.35614 0.630957 1
1.32512 69.8015 12.673 -2.61808 36.4556 20.0961 -1.94012 93.2359 6.43266 -0.499535 57.837 9.41599 0.00792694 1 1.58489
2.10017 47.3886 6.64054 -1.73446 24.3413 9.29118 -3.05132 62.6332 4.04982 0.472435 39.9801 5.70774 0.325256 1.58489 2.51189
3.32855 38.757 3.16523 0.126198 29.3868 1.92471 3.60697 47.2249 2.2282 0.902782 33.693 3.08338 0.215908 2.51189 3.98107
5.2754 24.6103 2.49705 -0.282635 13.4198 4.52786 0.215221 30.7964 1.46548 0.413656 22.1122 1.87568 0.435211 3.98107 6.30957
8.36094 14.7717 2.60188 -0.491498 9.64667 2.91396 0.0630264 18.5595 1.60136 0.0587311 12.7647 2.21716 -0.469297 6.30957 10
