#Scale: 0.782092
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1265.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 954.404 103.543 19.2803 118.628 157.584 -2.1252 1539.4 138.808 116.636 589.486 79.3563 49.3212 0.1 0.158489
0.210017 548.03 65.1996 -0.596741 160.447 95.0182 5.60454 842.932 74.5242 40.3143 355.518 62.0722 21.0631 0.158489 0.251189
0.332855 352.784 30.8703 0.313873 141.757 14.1553 20.5437 507.034 50.4636 18.8479 254.194 18.511 19.3484 0.251189 0.398107
0.52754 228.994 13.7585 5.03853 116.889 8.9822 18.3021 315.355 21.8891 18.4295 172.263 12.2904 8.2962 0.398107 0.630957
0.836094 130.665 10.5336 0.736298 63.1846 10.4471 9.59235 177.497 16.6131 6.83122 101.596 9.91365 4.33504 0.630957 1
1.32512 80.4204 8.98334 -1.53878 49.0485 7.34493 2.74273 99.8451 11.9331 -0.392731 69.221 7.4328 1.47563 1 1.58489
2.10017 55.2899 4.09898 -0.294277 36.9823 7.44291 0.989681 65.8578 5.58915 0.248398 49.5112 1.92716 1.63662 1.58489 2.51189
3.32855 38.0184 1.72366 0.419216 26.7705 1.45794 3.245 45.0524 1.96384 1.45788 33.9344 2.08439 0.305862 2.51189 3.98107
5.2754 27.244 1.24873 0.220074 20.9837 -0.313515 2.76907 31.674 1.33489 0.612064 24.4631 1.55027 0.163589 3.98107 6.30957
8.36094 17.9953 1.24803 0.416496 11.8483 1.8226 0.57748 21.5728 0.829075 0.825897 16.0262 1.14647 0.554795 6.30957 10
