#Scale: 0.602373
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1642.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 409.249 24.3478 10.127 205.509 13.7935 12.9816 867.921 55.8976 60.7375 353.089 18.2707 27.2661 0.1 0.158489
0.210017 265.521 16.3425 7.0899 129.562 10.8817 5.9768 551.995 26.3251 43.0852 235.889 13.7366 16.0984 0.158489 0.251189
0.332855 166.428 10.2605 2.98329 89.5673 7.48024 6.19278 301.958 17.6307 12.1901 160.245 8.31509 9.36346 0.251189 0.398107
0.52754 108.536 7.2942 2.1104 66.6834 5.92822 4.13098 185.653 11.1312 6.46904 103.842 5.8089 4.76804 0.398107 0.630957
0.836094 71.8177 3.85262 0.839722 47.0373 3.33638 1.9802 110.604 5.46321 3.61847 71.7879 2.71459 2.51559 0.630957 1
1.32512 49.6288 2.21343 0.658813 35.8853 2.87508 1.39535 72.1122 2.1918 2.77925 49.2234 1.6915 1.21172 1 1.58489
2.10017 35.559 1.19451 0.475033 26.6518 0.920675 1.04366 49.141 1.1135 1.20273 35.6922 0.987015 1.03471 1.58489 2.51189
3.32855 25.2944 0.886984 0.17132 19.9897 0.901031 0.649647 33.5808 1.13895 0.46566 25.2947 0.633699 0.456949 2.51189 3.98107
5.2754 17.4112 0.482332 0.190388 13.783 0.3632 0.554156 22.6451 0.378897 0.54722 17.5849 0.43442 0.289499 3.98107 6.30957
8.36094 11.1174 0.32001 0.0927715 9.06988 0.190901 0.408185 14.107 0.358816 0.218104 11.201 0.282164 0.143724 6.30957 10
