#Scale: 0.873217
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1133.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 328.481 10.5829 16.2598 188.767 6.39442 17.5465 715.177 71.9904 28.7437 331.403 9.51981 21.8286 0.1 0.158489
0.210017 254.86 10.239 9.88365 143.296 7.94075 13.8282 546.215 62.5296 19.3558 262.365 9.13605 14.012 0.158489 0.251189
0.332855 194.222 6.14728 7.68347 113.622 3.75078 12.0681 400.188 40.2903 15.4225 200.986 5.43256 9.18925 0.251189 0.398107
0.52754 137.372 4.54521 4.83339 83.9224 2.82308 7.10524 267.136 26.7527 9.15417 143.883 4.00311 6.51349 0.398107 0.630957
0.836094 92.1323 2.7004 2.9552 62.4445 1.457 5.1095 162.073 17.2187 3.08505 96.3822 2.61798 4.02157 0.630957 1
1.32512 58.7781 1.6212 1.45449 42.9976 0.776081 2.43638 93.4004 6.79583 1.86674 61.7953 1.61485 1.67558 1 1.58489
2.10017 38.3844 0.716793 0.953934 29.7534 0.492815 1.29022 56.2812 2.56656 1.34382 40.343 0.843433 0.928288 1.58489 2.51189
3.32855 26.9943 0.513376 0.639359 21.6098 0.455753 0.893219 37.7439 1.4912 1.03632 28.3396 0.545969 0.654619 2.51189 3.98107
5.2754 18.258 0.32213 0.371756 14.8766 0.220819 0.663517 24.6244 1.31297 0.23274 19.2168 0.275198 0.41177 3.98107 6.30957
8.36094 12.1275 0.128266 0.333353 10.0408 0.0867424 0.487666 16.261 0.714712 0.453201 12.6585 0.174186 0.350801 6.30957 10
