#Scale: 0.551747
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1793.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 286.302 16.0852 20.1263 172.416 13.0021 14.287 816.566 67.6208 77.3991 352.539 19.1889 37.0792 0.1 0.158489
0.210017 198.75 10.0821 13.9099 124.074 8.86376 10.3296 511.125 48.6472 37.5314 248.452 8.6694 25.0168 0.158489 0.251189
0.332855 134.137 5.64476 6.98529 91.8626 4.91031 8.50375 287.189 38.7642 12.638 166.497 6.24181 11.9675 0.251189 0.398107
0.52754 92.2409 4.16357 3.45949 67.9986 3.81948 4.98225 182.816 12.8661 13.7176 110.299 3.84924 5.22191 0.398107 0.630957
0.836094 60.1286 2.61553 1.40251 48.52 1.66077 3.28631 106.903 11.8667 2.33515 68.1721 3.5059 1.41847 0.630957 1
1.32512 41.8016 1.22717 1.0885 34.6737 0.888851 1.78355 70.4083 3.76957 4.19595 46.7605 1.56541 1.366 1 1.58489
2.10017 30.3156 0.573694 0.737186 25.8389 0.470848 1.28517 47.137 1.37412 2.80473 33.6334 0.928738 0.725891 1.58489 2.51189
3.32855 21.4583 0.384552 0.48905 18.3684 0.408529 0.72032 32.0651 0.98151 1.23208 23.9263 0.369427 0.721268 2.51189 3.98107
5.2754 14.8431 0.326675 0.263994 12.9353 0.41944 0.375451 21.054 0.746273 1.02478 16.4271 0.380373 0.410397 3.98107 6.30957
8.36094 9.77646 0.236387 0.202783 8.50167 0.238345 0.289837 13.7598 0.519904 0.423474 10.8645 0.27282 0.300825 6.30957 10
