#Scale: 0.652998
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1515.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 385.566 26.3755 5.36276 178.575 16.1706 8.23158 809.086 37.9367 59.3318 341.901 17.7423 19.8663 0.1 0.158489
0.210017 260.985 17.5001 3.53003 121.397 13.797 4.79254 529.204 25.8629 35.3517 238.578 11.1589 15.3105 0.158489 0.251189
0.332855 172.714 12.3672 2.15636 93.4034 4.79007 7.20885 319.135 23.5249 15.8593 162.403 7.30365 8.91658 0.251189 0.398107
0.52754 114.331 8.19855 0.572151 67.4967 4.94061 3.05605 195.717 15.2787 6.37953 110.298 4.80188 4.99271 0.398107 0.630957
0.836094 73.7879 4.2909 0.634827 47.267 4.1167 1.22589 113.858 5.48739 4.3003 73.9398 2.31929 3.00685 0.630957 1
1.32512 50.1762 2.305 0.272934 35.294 2.47092 1.03998 74.0304 1.62662 2.98093 49.7072 1.70746 1.14061 1 1.58489
2.10017 35.7568 1.54995 -0.01931 26.4482 2.2052 0.0496731 49.29 0.773773 1.85626 36.0251 1.21014 0.489563 1.58489 2.51189
3.32855 25.7038 0.724873 0.364111 19.6251 1.25145 0.318613 34.6801 0.335358 1.46716 25.8228 0.380192 0.739523 2.51189 3.98107
5.2754 17.7232 0.528763 0.0907803 13.2566 0.937515 0.0642614 23.9829 0.139748 1.0243 17.9467 0.309269 0.257582 3.98107 6.30957
8.36094 11.6007 0.390691 0.0308599 8.90778 0.612814 0.0607481 15.5192 0.168483 0.574192 11.677 0.299636 0.180037 6.30957 10
