#Scale: 0.227748
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 4343.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 788.866 42.6304 78.9896 656.607 26.2798 124.622 1726.58 2618.22 -591.337 1229.55 152.468 348.64 0.1 0.158489
0.210017 331.482 32.1854 20.7706 280.832 25.5405 20.2685 1041.69 506.682 394.812 477.158 77.406 111.72 0.158489 0.251189
0.332855 209.495 26.0793 13.0182 196.691 17.3721 36.9462 198.803 544.174 -152.721 258.829 65.438 8.40216 0.251189 0.398107
0.52754 146.75 4.88286 11.0786 134.72 4.83328 14.6824 173.298 101.992 41.8782 190.7 18.5286 22.4396 0.398107 0.630957
0.836094 100 4.4075 7.55451 91.562 6.30083 7.85286 148.026 45.6137 57.0741 128.893 10.8601 16.5938 0.630957 1
1.32512 69.9215 3.19762 3.17916 66.7554 1.49362 5.22012 107.894 18.8959 32.0208 79.45 17.818 4.32774 1 1.58489
2.10017 44.96 2.76392 1.7251 41.6642 2.61978 2.56393 105.875 -1.22694 42.8457 53.4727 9.66661 2.69272 1.58489 2.51189
3.32855 27.9329 2.70866 0.225443 25.5518 2.71763 0.778559 34.3514 30.7942 -5.95434 36.5549 4.81448 3.55739 2.51189 3.98107
5.2754 19.2541 1.04696 0.729092 16.6195 1.54694 1.30762 36.5266 11.885 5.35458 28.1254 3.05121 4.16464 3.98107 6.30957
8.36094 12.3461 0.589264 0.831116 9.73217 0.998125 1.18356 26.7586 14.1836 5.01875 21.3264 4.37491 4.93957 6.30957 10
