#Scale: 0.123123
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 8035.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 -160 12283.7 0 -160 12491.6 0 -160 0 0 -160 0 0 0.1 0.158489
0.210017 5564.81 1214.76 5724.81 3031.05 285.098 3191.05 -160 0 0 28360 22538 28520 0.158489 0.251189
0.332855 -160 2158.26 0 -160 2458.55 0 -160 0 0 -160 0 0 0.251189 0.398107
0.52754 1200.98 460.229 971.565 345.747 681.009 505.747 -160 0 0 8880.22 -826.391 9040.22 0.398107 0.630957
0.836094 381.817 116.172 541.817 242.683 186.371 402.683 -160 0 0 1639.49 55.7543 1799.49 0.630957 1
1.32512 55.7013 103.676 215.701 80.4663 107.535 240.466 -160 0 0 -160 175.196 0 1 1.58489
2.10017 11.7444 126.273 67.4601 31.4628 82.8528 77.7197 -160 0 0 -160 451.911 0 1.58489 2.51189
3.32855 -0.463726 36.8265 31.4435 -7.55461 37.7453 40.5141 -160 386.061 0 67.0801 196.115 227.08 2.51189 3.98107
5.2754 -10.2919 33.3795 30.2502 -3.21853 33.295 32.8013 -160 160 0 -69.5978 142.441 90.4022 3.98107 6.30957
8.36094 7.96328 16.5999 20.4052 11.1402 14.9204 23.068 -160 434.908 0 -16.0409 102.68 61.9824 6.30957 10
