#Scale: 0.571997
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1729.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 413.039 22.5872 14.0231 206.875 12.9169 12.1537 866.671 35.7368 78.2173 366.421 20.0183 29.2034 0.1 0.158489
0.210017 266.444 16.2686 6.23923 136.897 4.38051 14.9734 524.916 40.6585 13.6402 247.577 12.6734 16.8448 0.158489 0.251189
0.332855 173.373 7.99361 4.98264 100.112 5.10353 9.02782 308.676 20.2972 10.7952 166.968 5.70285 12.3832 0.251189 0.398107
0.52754 108.171 5.36126 2.3172 66.4344 4.49344 3.54862 180.523 6.49734 9.16966 106.378 5.31412 4.9007 0.398107 0.630957
0.836094 69.4506 3.77133 0.40432 46.354 3.71468 1.58429 105.633 6.04211 2.46802 69.971 2.79623 2.07125 0.630957 1
1.32512 48.2203 2.19027 0.619839 34.5039 2.3547 1.37935 69.88 1.49559 2.70262 48.4619 2.0394 1.24233 1 1.58489
2.10017 34.7728 1.12957 0.386982 26.2704 1.10776 1.31237 49.038 1.10906 2.5145 34.5933 1.24408 0.731968 1.58489 2.51189
3.32855 25.3668 0.631868 0.333248 19.4317 0.4603 0.792305 34.1441 1.09185 0.876259 25.7048 0.501078 0.777605 2.51189 3.98107
5.2754 17.2944 0.352316 0.221855 13.3525 0.465858 0.535153 22.913 0.406868 0.536139 17.6017 0.297945 0.460526 3.98107 6.30957
8.36094 10.9562 0.327854 0.0827084 8.33587 0.418737 0.267267 14.8047 0.346214 0.499838 11.1158 0.23805 0.218612 6.30957 10
