#Scale: 0.556810
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1776.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 290.643 14.4837 22.7247 178.937 10.7308 16.3149 773.888 57.295 81.0576 360.049 16.221 38.7049 0.1 0.158489
0.210017 196.04 10.8128 12.1012 119.911 6.96177 11.5551 511.143 45.8326 44.7631 245.891 13.5162 21.1432 0.158489 0.251189
0.332855 138.686 5.09625 7.7637 97.4092 3.54041 9.30647 301.764 35.2118 14.0958 167.107 4.27214 12.0717 0.251189 0.398107
0.52754 92.3751 3.40979 3.87428 67.8806 3.05476 5.09958 183.437 16.9216 10.8375 110.263 3.52477 6.12954 0.398107 0.630957
0.836094 61.4143 1.96428 2.1204 49.3913 1.34758 3.47824 111.144 8.96587 5.10026 69.2934 2.54327 2.39703 0.630957 1
1.32512 42.0558 1.02888 1.32023 34.035 0.974865 1.68199 68.7104 4.32978 2.68027 48.4796 0.682354 2.08556 1 1.58489
2.10017 30.6678 0.445984 0.84898 25.7426 0.322109 1.13255 47.6333 1.75623 2.44538 34.5053 0.449306 1.31821 1.58489 2.51189
3.32855 21.5948 0.404699 0.464973 18.1313 0.538559 0.597557 33.4421 0.464241 1.21849 24.3084 0.355713 0.768732 2.51189 3.98107
5.2754 15.1088 0.27469 0.283631 13.0712 0.32167 0.395564 21.5449 0.276106 0.712933 16.8008 0.256746 0.454905 3.98107 6.30957
8.36094 9.84183 0.160048 0.22515 8.49509 0.188798 0.310428 13.6489 0.624464 0.287208 11.0401 0.14058 0.399899 6.30957 10
